EntidadWifi,NombreEntidad,HORARIO,EQUIPAMIENTO,TRANSPORTE 1 1,Linea 1 1,TRANSPORTE 2 1,Linea 2 1,ACCESIBILIDAD,CONTENT-URL,VIA,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TipoEntidadWIfi
11756,Centro Municipal de Mayores El Pozo,"Lunes a viernes, de 08:30 a 21 horas. Fines de semana y festivos, de 10 a 20 horas.","Servicios de animación sociocultural, peluquería, prensa, comedor y cafetería, biblioteca, wifi y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Zona wifi.",Bus Madrid,"24, 102",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=205f66051361c010VgnVCM1000000b205a0aRCRD,AVENIDA  DE GLORIETAS,V,19,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,443976,4469457,40.37381624358889,-3.6599325731670977,917 866 374,cmmelpozo@gmail.com,CentrosAtencionSocialMayores-CentrosMayores
11709,Centro Municipal de Mayores Entrevías,"Lunes a viernes, de 08:30 a 21 horas. Fines de semana y festivos, de 10 a 2 horas.","Servicios de animación sociocultural, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Zona wifi.",Bus Madrid,"102, 103, 111",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=767f66051361c010VgnVCM1000000b205a0aRCRD,CALLE  DE YUSTE,V,8,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,443185,4469752,40.376423120136536,-3.6692759400026755,915 079 270,cmmentrevias@gmail.com,CentrosAtencionSocialMayores-CentrosMayores
87027,Centro Municipal de Mayores Infante Don Juan,"De lunes a domingo, de 9 a 20:45 horas.","Se ofrecen servicios de podología, peluquería, comedor y cafetería, prensa, wifi, servicio de fisioterapia preventiva, servicio de animación sociocultural con el desarrollo de talleres en las siguientes áreas: físicas, culturales, artísticas, plásticas,  emocionales y de desarrollo de nuevas tecnologías e informática. Además de actividades culturales y programación mensual de interés para los usuarios del centro, se desarrolla también el programa de terapia ocupacional con talleres de estimulación cognitiva, gerontogimnasia y manualidades.",Metro de Madrid,Moncloa (líneas 3 y 6),Bus  Madrid,"74, 21, 62","1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=939fdef5ab41c010VgnVCM2000000c205a0aRCRD,PASEO  DE MORET,V,3,MADRID,MADRID,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,438663,4476094,40.433231729637,-3.723156624820124,915 133 103,cmminfantedonjuan@madrid.es,CentrosAtencionSocialMayores-CentrosMayores
122352,Centro Municipal de Mayores Islas Filipinas,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de Animación Sociocultural, Podología, Peluquería, Prensa, zona Wifi, Comedor y Cafetería, Biblioteca y Voluntariado. Además, se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.",Bus Madrid,"110, 113, 210",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d34e8899fc81c010VgnVCM1000000b205a0aRCRD,CALLE  DE NUESTRA SE&amp;Ntilde;ORA DEL VILLAR,V,6,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,444705,4474959,40.42343352863466,-3.6518288644365704,914 057 222,,CentrosAtencionSocialMayores-CentrosMayores
11741,Centro Municipal de Mayores La Guindalera,"De lunes a viernes, de 9 a 21 horas (invierno) y de 9 a 20 horas (verano). Fines de semana y festivos de 10 a 14 horas y de 16 a 21 horas. Cerrado los días 24, 25 y 31 de diciembre y 1 y 6 de enero, así como Jueves y Viernes Santo.","Servicio de animación sociocultural, prensa, comedor y cafetería, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.",Metro de Madrid,"Diego de León (líneas 4, 5, 6)",Bus  Madrid,"43, 48, 1",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=373b79262ef5d010VgnVCM1000000b205a0aRCRD,CALLE  DE PILAR DE ZARAGOZA,V,28,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443239,4476095,40.43356736283948,-3.66920246564141,917 130 701,,CentrosAtencionSocialMayores-CentrosMayores
11742,Centro Municipal de Mayores La Vaguada,Lunes a viernes: de 9 a 21 horas  Fines de semana y festivos: de 9:30 a 20:30 horas,"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, fisioterapia preventiva, y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.",Metro de Madrid,Barrio del Pilar,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a28066051361c010VgnVCM1000000b205a0aRCRD,AVENIDA  DE MONFORTE DE LEMOS,V,38,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,439894,4481167,40.47901843755158,-3.7091212669177596,915 885 184,,CentrosAtencionSocialMayores-CentrosMayores
133983,Centro Municipal de Mayores Leñeros,"Lunes a domingo, de 9 a 21 horas","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, nuevas tecnologías (informática, Internet y manejo de móviles), deportivas y preventivas y de autocuidado. Programa de voluntariado. Señalética con sistema braille.",Bus Madrid,"44, 127",Metro  de Madrid,Francos Rodríguez (línea 7),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85e515a11a81c010VgnVCM1000000b205a0aRCRD,CALLE  DE LEÑEROS,V,25,MADRID,MADRID,28039,1,BELLAS VISTAS,6,TETUAN,439857,4478389,40.453994535629725,-3.7092929507527352,913 119 228,,CentrosAtencionSocialMayores-CentrosMayores
108513,Centro Municipal de Mayores Lucero,"Lunes a viernes, de 9 a 20:30 horas Fines de semana y festivos, de 10 a 13:45 horas y de 16 a 19:45 horas","Animación sociocultural a traves de programas socioculturales, ocupacionales y formativos (actividades físicas, culturales, artísticas, tecnólogicas, excursiones, visitas culturales, recreativas y de ocio); talleres, actividades preventivas y de autocuidado; podología; peluquería; Ccmedor y cafetería; biblioteca, sala de lectura y prensa diaria.  Zona wifi.",Metro de Madrid,Lucero,Bus  Madrid,138,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db0615a11a81c010VgnVCM1000000b205a0aRCRD,CALLE  DE CASTROSERNA,V,4,MADRID,MADRID,28047,3,LUCERO,10,LATINA,436429,4472619,40.40175670692294,-3.749146943988855,915 267 870,,CentrosAtencionSocialMayores-CentrosMayores
20241,Centro Municipal de Mayores Luis Vives,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, peluquería, prensa, zona Wifi, voluntariado y se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.",Metro de Madrid,García Noblejas (línea 7),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3132e35bba51c010VgnVCM2000000c205a0aRCRD,CALLE  DE HERMANOS GARCIA NOBLEJAS,V,160,MADRID,MADRID,28037,2,PUEBLO NUEVO,15,CIUDAD LINEAL,446677,4475004,40.42396009441367,-3.6285825877315347,914 402 370,,CentrosAtencionSocialMayores-CentrosMayores
122369,Centro Municipal de Mayores Maestro Alonso,"De lunes a viernes, 9 a 21 horas.  Cerrado sábados y festivos.","Servicio de animación sociocultural y prensa, y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.",Metro de Madrid,Ventas,Bus  Madrid,"12, 21, 53, 106, 110, 146, 210, 38",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd5b79262ef5d010VgnVCM1000000b205a0aRCRD,CALLE  DE MAESTRO ALONSO,V,6,MADRID,MADRID,28028,3,FUENTE DEL BERRO,4,SALAMANCA,443605,4475629,40.4293927571053,-3.664846244443566,913 560 807,mayoressalamanca@jcmadrid.com,CentrosAtencionSocialMayores-CentrosMayores
11758,Centro Municipal de Mayores María Zambrano,"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado el 25 de diciembre y 1 y 25 enero.","Se ofrecen servicios de dinamización y servicio de prevención de la dependencia con actividades de terapia ocupacional y físico deportivas, podología, biblioteca, cafetería y comedor, aula de informática y talleres de nuevas tecnologías, actividades lúdicas, intergeneracionales, artísticas, manuales y culturales, juegos de mesa, excursiones y viajes. Zona wifi.",Bus Madrid,"59, 79",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adabae7cb2e4f010VgnVCM1000000b205a0aRCRD,PLAZA  DE PINAZO,V,1,MADRID,MADRID,28021,2,SAN CRISTOBAL,17,VILLAVERDE,441317,4466094,40.3433403501017,-3.6909464406045163,917 100 411,,CentrosAtencionSocialMayores-CentrosMayores
11710,Centro Municipal de Mayores Nicanor Barroso,"Lunes a viernes, de 9 a 20 horas. Fines de semana y festivos, de 10 a 19 horas.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, fisioterapia preventiva. Se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas, salidas y visitas culturales. Apoyo psicosocial, talleres de apoyo a la soledad no deseada, talleres de memoria preventivos (incompatibles con cualquier tipo de deterioro cognitivo) y gerontogimnasia, para personas con movilidad reducida (tras valoración previa).",Bus Madrid,"8, 63",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=324166051361c010VgnVCM1000000b205a0aRCRD,CALLE  DE ENCOMIENDA DE PALACIOS,V,190,MADRID,MADRID,28030,5,FONTARRON,14,MORATALAZ,445516,4472229,40.398887951351846,-3.642025108739988,917 722 684,,CentrosAtencionSocialMayores-CentrosMayores
113094,Centro Municipal de Mayores Nuestra Señora del Carmen,"Lunes a viernes, de 9 a 20:30 horas.  Sábados, domingos y festivos, de 10 a 14 y de 16 a 20:30 horas.  Cierra los días 24, 25, 31 de diciembre y el 1 de enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.",Metro de Madrid,Canillas (línea 4),Bus  Madrid,"73, 120, 122",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6be8899fc81c010VgnVCM1000000b205a0aRCRD,CALLE  DE RAMON POWER,V,26,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,446460,4479382,40.46337730558992,-3.631515434596136,917 160 354,,CentrosAtencionSocialMayores-CentrosMayores
4706191,Centro Municipal de Mayores Pablo Casals,"Lunes a domingo, de 9:30 a  20:30 horas. Horario junta directiva, lunes de 10 a 11:30 horas y miércoles de 11 a 13 horas.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, y se desarrollan talleres y actividades socioculturales, de expresión corporal, formativas, culturales,  artísticas y recreativas.",Metro de Madrid,"Simancas (línea 7), San Blas (línea 7)",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6eb2ba228f3c6110VgnVCM1000000b205a0aRCRD,CALLE  DE POBLADURA DEL VALLE,V,13,MADRID,MADRID,28037,3,AMPOSTA,20,SAN BLAS-CANILLEJAS,447403,4475213,40.425893873545704,-3.620043375246609,917 609 807,,CentrosAtencionSocialMayores-CentrosMayores
11708,Centro Municipal de Mayores Pablo Neruda,"Lunes a viernes, de 9 a 20 horas. Fines de semana y festivos, de 10 a 20 horas.","Servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Zona wifi.",Bus Madrid,"10, 57, 144",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=886166051361c010VgnVCM1000000b205a0aRCRD,CALLE  DE GERARDO DIEGO,V,8,MADRID,MADRID,28018,4,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,445307,4470714,40.385232075465986,-3.644368951945781,917 791 168,mayorespneruda@gmail.com,CentrosAtencionSocialMayores-CentrosMayores
4724726,Centro Municipal de Mayores Pamplona,"Lunes a domingo, de 9 a 21 horas.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, nuevas tecnologías (informática, Internet y manejo de móviles), deportivas y preventivas y de autocuidado. Programa de voluntariado. Señalética con sistema braille.",Metro de Madrid,Estrecho (línea 1),Bus  Madrid,"64, 126, 128",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2937de75fd187110VgnVCM1000000b205a0aRCRD,CALLE  DE PAMPLONA,V,8,MADRID,MADRID,28039,1,BELLAS VISTAS,6,TETUAN,440250,4478391,40.45404034714549,-3.7046602500182977,913 982 396,,CentrosAtencionSocialMayores-CentrosMayores
11724,Centro Municipal de Mayores Pío Baroja,"De lunes a viernes, de 9 a 21 horas. Fines de semana y festivos, de 10 a 21 horas. Cerrado, 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, wifi. Se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Señalización braille en ascensores.",Metro de Madrid,Sáinz de Baranda (líneas 6 y 9) / Ibiza (línea 9),,,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c10266051361c010VgnVCM1000000b205a0aRCRD,CALLE  DE PIO BAROJA,V,8,MADRID,MADRID,28009,6,NIÑO JESUS,3,RETIRO,442768,4473862,40.413417443948205,-3.6745551353834545,914 097 900,,CentrosAtencionSocialMayores-CentrosMayores
11712,Centro Municipal de Mayores Príncipe de Asturias,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, podología, prensa, cafetería y zona WIFI y voluntariado. Además, se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.",Metro de Madrid,Ciudad Lineal (línea 5),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=182266051361c010VgnVCM1000000b205a0aRCRD,CALLE  DE HERMANOS GARCIA NOBLEJAS,V,14,MADRID,MADRID,28037,2,PUEBLO NUEVO,15,CIUDAD LINEAL,445948,4476395,40.43644651057092,-3.6372924261150033,915 887 591,,CentrosAtencionSocialMayores-CentrosMayores
11690,Centro Municipal de Mayores Prosperidad Santa Hortensia,"De lunes a viernes, fines de semana y festivos, de 9 a 20 horas. Agosto: fines de semana cerrado.","Servicios: Animación sociocultural &amp;ndash; Podología &amp;ndash; Peluquería &amp;ndash; Cafetería y Comedor &amp;ndash; Prensa -Wifi  Actividades y Talleres: Físicas, culturales, formativas, tecnológicas, escénicas, psicosociales, plásticas, ambientales, visitas culturales, charlas informativas y salidas.",Bus Madrid,"72, 43",Metro  de Madrid,Prosperidad (línea 4),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e4266051361c010VgnVCM1000000b205a0aRCRD,CALLE  DE SANTA HORTENSIA,V,15,MADRID,MADRID,28002,2,PROSPERIDAD,5,CHAMARTIN,443252,4477337,40.4447567589916,-3.669168740467039,915 106 851,,CentrosAtencionSocialMayores-CentrosMayores
49541,Centro Municipal de Mayores San Diego,"Lunes a viernes, de 08:30 a 21 horas. Fines de semana y festivos: de 10 a 20 horas.","Servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Zona wifi.",Bus Madrid,"103, 310, 57, 111, 144",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cb4598d1351c010VgnVCM1000000b205a0aRCRD,CALLE  DE JAVIER DE MIGUEL,V,10,MADRID,MADRID,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,443678,4471110,40.3886888079207,-3.6635910190518923,917 571 941,centromayoressandiego@gmail.com,CentrosAtencionSocialMayores-CentrosMayores
11759,Centro Municipal de Mayores San Juan Bautista,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, zona Wifi, comedor y cafetería, fisioterapia preventiva y voluntariado. Además, se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.",Metro de Madrid,Arturo Soria (línea 4),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=443366051361c010VgnVCM1000000b205a0aRCRD,CALLE  DE BUESO PINEDA,V,8,MADRID,MADRID,28043,6,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,444202,4478197,40.45256380296372,-3.658038721342496,914 155 829,,CentrosAtencionSocialMayores-CentrosMayores
122268,Centro Municipal de Mayores San Vicente de Paúl,"Lunes a domingo, de 9 a 21 horas","Se ofrecen servicios de animación sociocultural, podología, peluquería, comedor y cafetería, prensa diaria y sala de lecturas, aula de informática y zona wifi &amp;ldquo;Madrid&amp;rdquo;. Se desarrollan talleres y actividades culturales y manuales, artísticas, de mantenimiento físico y preventivas ,de autocuidado, actividades formativas de educación digital básica e informática.",Metro de Madrid,Opañel (línea 6),Bus  Madrid,"55, 81, 116, 247, 47, E1, 155",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=630f8899fc81c010VgnVCM1000000b205a0aRCRD,CALLE  DE ANTONIA LANCHA,V,54,MADRID,MADRID,28019,2,OPAÑEL,11,CARABANCHEL,438632,4470877,40.386234060213404,-3.723011419580998,915 655 633,,CentrosAtencionSocialMayores-CentrosMayores
11764,Centro Municipal de Mayores Santa Engracia,"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado 25 diciembre, 1 y 6 enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.",Metro de Madrid,Ríos Rosas (línea 1),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a5366051361c010VgnVCM1000000b205a0aRCRD,CALLE  DE SANTA ENGRACIA,V,116,MADRID,MADRID,28003,5,RIOS ROSAS,7,CHAMBERI,440572,4476829,40.439994676265194,-3.7007205182445757,913 992 940,,CentrosAtencionSocialMayores-CentrosMayores
31019,Centro Municipal de Mayores Teresa de Calcuta,"Lunes a viernes, de 9 a 20:45 horas. Sábados, de 10 a 14 y de 16 a 20:45 horas. Domingos y festivos, de 10:15 a 13:45 y de 16:15 a 19:45 horas. Julio y agosto:, de lunes  a viernes, de 9 a 20:45 horas. Sábados, domingos y festivos, de 10:15 a 13:45 horas. Los días 24 y 31 de diciembre, de 10 a 13 horas. Cerrado 25 diciembre y 1 enero.","El centro ofrece de talleres manuales, culturales y de ejercicio físico, actividades culturales (jornadas, conferencias, visitas a museos, exposiciones, teatro), actividades de ocio (bailes, fiestas) y actividades intergeneracioneles (proyecto Alas para abordar situaciones de soledad no deseada9.",Bus Madrid,"112, 114, 115, 166, 151, 101",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c07b3e42751c010VgnVCM2000000c205a0aRCRD,PLAZA  DE NAVIO,V,4,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,450174,4478461,40.455320740232835,-3.5876301858469386,913 295 920,,CentrosAtencionSocialMayores-CentrosMayores
29184,Centro Municipal de Mayores Villa de Vallecas,"Lunes a domingo, de 9 a 21 horas . Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, orientación jurídica, estimulación cognitiva y bienestar psicológico, podología, peluquería, comedor y cafetería, biblioteca y sala de lectura, préstamo de prensa y juegos de mesa y voluntariado. Se desarrollan talleres culturales y manuales, artísticos, tecnológicos, de hábitos saludables y de ejercicio físico y baile. Se realizan viajes, visitas, excursiones y salidas culturales y de ocio. Celebración de fiestas según calendario y baile semanal. Zona wifi.",Metro de Madrid,Villa de Vallecas (Línea 1),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5237b3e42751c010VgnVCM2000000c205a0aRCRD,CALLE  DE PICO MAMPODRE,V,6,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447264,4469823,40.3773278576296,-3.6212336061911388,913 328 757,,CentrosAtencionSocialMayores-CentrosMayores
4568753,Centro Social Polivalente de Vicálvaro,Consultar,"Sede del Consejo Territorial del distrito Sede de la Mesa de Infancia y Adolescencia Sede de la Mesa de Diálogo y la Convivencia Punto de Agente de Igualdad Sede del conjunto de actividades de Participación Ciudadana.  Dispone de 3 salas de reuniones, 13 despachos y 1 sala de exposición Wifi",Bus Madrid,"100, 130",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59c6ca957d152110VgnVCM1000000b205a0aRCRD,AVENIDA  DE REAL,V,12,MADRID,MADRID,28032,1,CASCO H.VICALVARO,19,VICALVARO,448490,4472608,40.40249219663602,-3.6070177881676537,917 602 468 (centralita),,CentrosCulturales
56495,Centro Sociocultural  Siena,"De lunes a jueves, de 9 a 15 horas. Viernes, de 9 a 14 horas.   Julio y San Isidro, de lunes a viernes, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de lectura y estudio 3 aulas Zona wifi,Metro de Madrid,Quintana (línea 5),,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE  DE SIENA,V,52,MADRID,MADRID,28027,3,QUINTANA,15,CIUDAD LINEAL,444709,4476040,40.433168908505294,-3.651871341017642,914 039 011,cscsiena@madrid.es,CentrosCulturales
1996,Centro Sociocultural Ágata,"El horario del Centro Sociocultural Ágata es: de lunes a viernes de 8:30 a 21:30 horas ininterrumpidamente y los sábados de 9:30 a 13:30 horas.   Horario de secretaría:   Horario de mañana, de lunes a viernes de 9:00  a 13:30 h.  Horario de tarde,  lunes, miércoles y jueves de 17:00 a 19:30 h.  Durante el mes de  julio y Navidad el horario de secretaría será  de 9:00 a 14:00 horas.    Teléfonos:    Teléfono del Centro Sociocultural: 91 710 93 00. Teléfono de Secretaría: 91 710 92 00.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo): 94 butacas y 2 espacios reservados/as para personas con movilidad reducida (silla de ruedas) 11 aulas Cafetería Zona wifi Ascensor Aseo adaptado Cambiador de bebé en la 1&amp;ordf; planta.,Metro de Madrid,Villaverde Alto (línea 3),Cercanías  Renfe,Villaverde Alto (línea C4 y C5),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE  DE DOCTOR MARTIN AREVALO,V,2,MADRID,MADRID,28021,1,VILLAVERDE ALTO C.H.,17,VILLAVERDE,439827,4466442,40.346369432374594,-3.7085146991266473,917 109 300,ccagata@madrid.es,CentrosCulturales
1936,Centro Sociocultural Alberto Sánchez,"Atención al público: lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (Aforo salón de actos: 80 personas / aforo auditorio al aire libre: 200 personas aforo patio interior:150 personas) Salas de ensayo 7 aulas Zona wifi,Metro de Madrid,"Buenos Aires (línea 1), Portazgo (línea 1).",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE  DE RISCO DE PELOCHE,V,14,MADRID,MADRID,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,444360,4471652,40.393619022093546,-3.6556016835101834,917 570 320,cscalbertosanchez@madrid.es,CentrosCulturales
72862,Centro Sociocultural Alfonso XII,"Horario del centro: de lunes a viernes, de 08:30 a  21:30h. Sábdo, domingo y festivos, de 09:30 a 20:30h. Horario de secretaría: de lunes a viernes de 9 a 14 y de 16,30 a 20:30 h.",Sala exposiciones Salón de actos / auditorio Sala de lectura y estudio 4 Aulas Gimnasio Wi-Fi público,,,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD,CALLE  DE MIRA EL RIO,V,4,MADRID,MADRID,28048,1,EL PARDO,8,FUENCARRAL-EL PARDO,434105,4485730,40.519673311658686,-3.7779055687726535,913 762 060,ccelpardo@madrid.es,CentrosCulturales
