Id,Name,Type,Phase,Address,Status,Gender,Town,x,y
LindenBridgeSchoolGraftonRoad,Linden Bridge School,Community Special School,Not applicable,Grafton Road,Open,Mixed,Epsom And Ewell,-0.262284,51.3740005
LindenLodgeSchool61PrincesWay,Linden Lodge School,Community Special School,Not applicable,61 Princes Way,Open,Mixed,Wandsworth,-0.213085,51.4436989
LindonBennettSchoolMainStreet,Lindon Bennett School,Community Special School,Not applicable,Main Street,Open,Mixed,Hounslow,-0.395331,51.4277992
LinksPrimarySchoolFrintonRoad,Links Primary School,Community School,Primary,Frinton Road,Open,Mixed,Merton,-0.155414,51.4199982
LinleyHouseSchool6BerrylandsRoad,Linley House School,Other Independent School,Not applicable,6 Berrylands Road,Closed,Mixed,Kingston Upon Thames,-0.297522,51.3931007
LintonMeadPrimarySchoolCentralWay,Linton Mead Primary School,Community School,Primary,Central Way,Open,Mixed,Greenwich,0.113001,51.5079002
LionHouseSchoolOldMethodistHall,Lion House School,Other Independent School,Not applicable,Old Methodist Hall,Open,Mixed,Wandsworth,-0.222338,51.4618988
LionelPrimarySchoolLionelRoadNorth,Lionel Primary School,Community School,Primary,Lionel Road North,Open,Mixed,Hounslow,-0.29582,51.4938011
ListerCommunitySchoolStMary'sRoad,Lister Community School,Community School,Secondary,St Mary's Road,Open,Mixed,Newham,0.0273331,51.5323982
LitCollege210ChurchRoad,Lit College,Other Independent School,Not applicable,210 Church Road,Closed,Mixed,Waltham Forest,-0.022931,51.5660019
LittleDavid'sSchoolTheTimeBridgeCentre,Little David's School,Other Independent Special School,Not applicable,The Time Bridge Centre,Closed,Mixed,Croydon,-0.0223406,51.3577995
LittleEalingPrimarySchoolWeymouthAvenue,Little Ealing Primary School,Community School,Primary,Weymouth Avenue,Open,Mixed,Ealing,-0.308793,51.4981995
LittleGreenJuniorSchoolLincolnDrive,Little Green Junior School,Community School,Primary,Lincoln Drive,Open,Mixed,Three Rivers,-0.445299,51.6576004
LittleHeathPrimarySchoolSchoolRoad,Little Heath Primary School,Foundation School,Primary,School Road,Open,Mixed,Welwyn Hatfield,-0.175011,51.7060013
LittleHeathSchoolHainaultRoad,Little Heath School,Foundation Special School,Not applicable,Hainault Road,Open,Mixed,Redbridge,0.118556,51.5842018
LittleIlfordSchoolBrowningRoad,Little Ilford School,Community School,Secondary,Browning Road,Open,Mixed,Newham,0.0580782,51.5471992
LittleReddingsPrimarySchoolHarcourtRoad,Little Reddings Primary School,Academy Converter,Primary,Harcourt Road,Open,Mixed,Hertsmere,-0.355968,51.6472015
LittletonCofeInfantSchoolRectoryClose,Littleton Cofe Infant School,Voluntary Aided School,Primary,Rectory Close,Open,Mixed,Spelthorne,-0.460723,51.4067993
LivingstonePrimaryAndNurserySchoolBaringRoad,Livingstone Primary And Nursery School,Community School,Primary,Baring Road,Open,Mixed,Barnet,-0.166644,51.6554985
LochinverHouseSchoolHeathRoad,Lochinver House School,Other Independent School,Not applicable,Heath Road,Open,Boys,Hertsmere,-0.183404,51.7056999
LondonAcademySpurRoad,London Academy,Academy Sponsor Led,All Through,Spur Road,Open,Mixed,Barnet,-0.288111,51.6232986
LondonBunkaYochienSchool307aHornLane,London Bunka Yochien School,Other Independent School,Not applicable,307a Horn Lane,Open,Mixed,Ealing,-0.267157,51.5186996
LondonChristianLearningCentre639-643RomfordRoad,London Christian Learning Centre,Other Independent School,Not applicable,639-643 Romford Road,Open,Mixed,Newham,0.045371,51.5500984
LondonChristianSchool40TabardStreet,London Christian School,Other Independent School,Not applicable,40 Tabard Street,Open,Mixed,Southwark,-0.0916045,51.5003014
LondonEastAcademy46WhitechapelRoad,London East Academy,Other Independent School,Not applicable,46 Whitechapel Road,Open,Boys,Tower Hamlets,-0.0659429,51.5172997
LondonEnterpriseAcademy81-91CommercialRoad,London Enterprise Academy,Free Schools,Secondary,81-91 Commercial Road,Open,Mixed,Tower Hamlets,-0.0645963,51.5150986
LondonFieldsPrimarySchoolWestgateStreet,London Fields Primary School,Community School,Primary,Westgate Street,Open,Mixed,Hackney,-0.0600634,51.5373001
LondonIslamicSchool18-22DamienStreet,London Islamic School,Other Independent School,Not applicable,18-22 Damien Street,Open,Boys,Tower Hamlets,-0.056624,51.516201
LondonNauticalSchool61StamfordStreet,London Nautical School,Foundation School,Secondary,61 Stamford Street,Open,Boys,Lambeth,-0.108294,51.5064011
LondonSteinerSchool9WeirRoad,London Steiner School,Other Independent School,Not applicable,9 Weir Road,Open,Mixed,Lambeth,-0.143643,51.4460983
LonesomePrimarySchoolGroveRoad,Lonesome Primary School,Community School,Primary,Grove Road,Open,Mixed,Merton,-0.149787,51.4094009
LongDittonInfantAndNurserySchoolDittonHillRoad,Long Ditton Infant And Nursery School,Community School,Primary,Ditton Hill Road,Open,Mixed,Elmbridge,-0.317423,51.3834991
LongDittonStMary'sCofe(aided)JuniorSchoolSugdenRoad,Long Ditton St Mary's Cofe (aided) Junior School,Voluntary Aided School,Primary,Sugden Road,Open,Mixed,Elmbridge,-0.321478,51.384201
LongfieldPrimarySchoolDuke'sAvenue,Longfield Primary School,Community School,Primary,Duke's Avenue,Open,Mixed,Harrow,-0.369708,51.5805016
LonglandsPrimarySchoolWoodsideRoad,Longlands Primary School,Community School,Primary,Woodside Road,Open,Mixed,Bexley,0.0903949,51.4311981
LonglandsPrimarySchoolAndNurseryNunsburyDrive,Longlands Primary School And Nursery,Community School,Primary,Nunsbury Drive,Open,Mixed,Broxbourne,-0.0245289,51.7237015
LongshawPrimarySchoolLongshawRoad,Longshaw Primary School,Academy Sponsor Led,Primary,Longshaw Road,Open,Mixed,Waltham Forest,0.0048837,51.6208992
LongwoodSchoolBusheyHallDrive,Longwood School,Other Independent School,Not applicable,Bushey Hall Drive,Open,Mixed,Hertsmere,-0.375046,51.6545982
LordshipLanePrimarySchoolEllenboroughRoad,Lordship Lane Primary School,Community School,Primary,Ellenborough Road,Open,Mixed,Haringey,-0.0951814,51.5985985
LoughboroughPrimarySchoolMinetRoad,Loughborough Primary School,Community School,Primary,Minet Road,Open,Mixed,Lambeth,-0.105068,51.4696007
LovelacePrimarySchoolMansfieldRoad,Lovelace Primary School,Community School,Primary,Mansfield Road,Open,Mixed,Kingston Upon Thames,-0.317075,51.364399
LowtherPrimarySchoolStillingfleetRoad,Lowther Primary School,Community School,Primary,Stillingfleet Road,Open,Mixed,Richmond Upon Thames,-0.238518,51.4836006
LoxfordSchoolLoxfordLane,Loxford School,Academy Converter,All Through,Loxford Lane,Open,Mixed,Redbridge,0.0889686,51.5493011
LoyolaPreparatorySchool103PalmerstonRoad,Loyola Preparatory School,Other Independent School,Not applicable,103 Palmerston Road,Open,Boys,Epping Forest,0.0358838,51.6273003
LubavitchHouseSchool(juniorBoys)135ClaptonCommon,Lubavitch House School (junior Boys),Other Independent School,Not applicable,135 Clapton Common,Closed,Boys,Hackney,-0.0705323,51.5723991
LubavitchHouseSchool(seniorGirls)107-115StamfordHill,Lubavitch House School (senior Girls),Other Independent School,Not applicable,107-115 Stamford Hill,Closed,Girls,Hackney,-0.0733106,51.5722008
LubavitchJuniorBoys135ClaptonCommon,Lubavitch Junior Boys,Voluntary Aided School,Primary,135 Clapton Common,Open,Boys,Hackney,-0.0705323,51.5723991
LubavitchRuthLunzerGirlsPrimarySchool107-115StamfordHill,Lubavitch Ruth Lunzer Girls Primary School,Voluntary Aided School,Primary,107-115 Stamford Hill,Open,Girls,Hackney,-0.0733106,51.5722008
LucasValePrimarySchoolThornvilleStreet,Lucas Vale Primary School,Community School,Primary,Thornville Street,Open,Mixed,Lewisham,-0.0282881,51.4716988
LyceeFrancaisCharlesDeGaulle35CromwellRoad,Lycee Francais Charles De Gaulle,Other Independent School,Not applicable,35 Cromwell Road,Open,Mixed,Kensington And Chelsea,-0.176796,51.4953003
LyceeInternationalDeLondresOldBrentHall,Lycee International De Londres,Other Independent School,Not applicable,Old Brent Hall,Open,Mixed,Brent,-0.273842,51.5661011
LyceumNewhamBignoldHall,Lyceum Newham,Other Independent School,Not applicable,Bignold Hall,Open,Mixed,Newham,0.0227586,51.5527992
LyndhurstHousePreparatorySchool24LyndhurstGardens,Lyndhurst House Preparatory School,Other Independent School,Not applicable,24 Lyndhurst Gardens,Open,Boys,Camden,-0.17146,51.5522995
LyndhurstPrimarySchoolDenmarkHouse,Lyndhurst Primary School,Community School,Primary,Denmark House,Open,Mixed,Southwark,-0.088145,51.4704018
LyonParkJuniorSchoolVincentRoad,Lyon Park Junior School,Community School,Primary,Vincent Road,Closed,Mixed,Brent,-0.287951,51.543499
LyonParkPrimarySchoolVincentRoad,Lyon Park Primary School,Community School,Primary,Vincent Road,Open,Mixed,Brent,-0.287951,51.543499
LyonsdownSchool3RichmondRoad,Lyonsdown School,Other Independent School,Not applicable,3 Richmond Road,Open,Mixed,Barnet,-0.180146,51.6464996
MacaulayChurchOfEnglandPrimarySchoolVictoriaRise,Macaulay Church Of England Primary School,Voluntary Aided School,Primary,Victoria Rise,Open,Mixed,Lambeth,-0.147451,51.4636993
MadaniSecondaryGirls'SchoolMyrdleStreet,Madani Secondary Girls' School,Other Independent School,Not applicable,Myrdle Street,Open,Girls,Tower Hamlets,-0.0628288,51.5157013
MaldenManorPrimaryAndNurserySchoolSheephouseWay,Malden Manor Primary And Nursery School,Community School,Primary,Sheephouse Way,Open,Mixed,Kingston Upon Thames,-0.259608,51.3862
MaldenParochialCofePrimarySchoolTheManorDrive,Malden Parochial Cofe Primary School,Voluntary Aided School,Primary,The Manor Drive,Open,Mixed,Kingston Upon Thames,-0.258673,51.3824005
MalmesburyPrimarySchoolMalmesburyRoad,Malmesbury Primary School,Community School,Primary,Malmesbury Road,Open,Mixed,Merton,-0.186769,51.3876991
MaloreesInfantSchoolChristchurchAvenue,Malorees Infant School,Community School,Primary,Christchurch Avenue,Open,Mixed,Brent,-0.213816,51.5415001
MaloreesJuniorSchoolChristchurchAvenue,Malorees Junior School,Foundation School,Primary,Christchurch Avenue,Open,Mixed,Brent,-0.214743,51.5416985
MaltmansGreenSchoolMaltmansLane,Maltmans Green School,Other Independent School,Not applicable,Maltmans Lane,Open,Girls,Chiltern,-0.567108,51.5974007
MalvernWayInfantAndNurserySchoolMalvernWay,Malvern Way Infant And Nursery School,Community School,Primary,Malvern Way,Open,Mixed,Three Rivers,-0.440795,51.6506996
ManderPortmanWoodwardSchool90-92Queen'sGate,Mander Portman Woodward School,Other Independent School,Not applicable,90-92 Queen's Gate,Open,Mixed,Kensington And Chelsea,-0.17919,51.4934006
MandevillePrimarySchoolOswaldStreet,Mandeville Primary School,Community School,Primary,Oswald Street,Open,Mixed,Hackney,-0.0396022,51.5570984
MandevilleSchoolHorsendenLaneNorth,Mandeville School,Community Special School,Not applicable,Horsenden Lane North,Open,Mixed,Ealing,-0.336067,51.5508003
ManfordPrimarySchoolManfordWay,Manford Primary School,Community School,Primary,Manford Way,Open,Mixed,Redbridge,0.100561,51.6096001
ManorCottageC/oCambianEducation,Manor Cottage,Other Independent Special School,Not applicable,C/o Cambian Education,Open,Mixed,Hammersmith And Fulham,-0.22493,51.4860001
ManorInfants'School/manorLongbridgeSandringhamRoad,Manor Infants' School/manor Longbridge,Community School,Primary,Sandringham Road,Open,Mixed,Barking And Dagenham,0.101484,51.5427017
ManorJuniorSchoolSandringhamRoad,Manor Junior School,Community School,Primary,Sandringham Road,Open,Mixed,Barking And Dagenham,0.101484,51.5427017
ManorMeadSchoolLalehamRoad,Manor Mead School,Community Special School,Not applicable,Laleham Road,Open,Mixed,Spelthorne,-0.454068,51.3964996
ManorOakPrimarySchoolSweepsLane,Manor Oak Primary School,Academy Converter,Primary,Sweeps Lane,Open,Mixed,Bromley,0.124684,51.3909988
ManorParkPrimarySchoolGreyhoundRoad,Manor Park Primary School,Community School,Primary,Greyhound Road,Open,Mixed,Sutton,-0.188206,51.3639984
ManorPrimarySchoolRichardsonRoad,Manor Primary School,Community School,Primary,Richardson Road,Open,Mixed,Newham,0.0072447,51.5326004
ManorSchoolChamberlayneRoad,Manor School,Community Special School,Not applicable,Chamberlayne Road,Open,Mixed,Brent,-0.22104,51.5367012
ManorfieldPrimarySchoolWyvisStreet,Manorfield Primary School,Community School,Primary,Wyvis Street,Open,Mixed,Tower Hamlets,-0.0132928,51.5182991
ManorsidePrimarySchoolSquiresLane,Manorside Primary School,Community School,Primary,Squires Lane,Open,Mixed,Barnet,-0.18105,51.6007996
MapleCrossJuniorMixedInfantAndNurserySchoolDenhamWay,Maple Cross Junior Mixed Infant And Nursery School,Community School,Primary,Denham Way,Open,Mixed,Three Rivers,-0.513191,51.6186981
MapleHouseSchool23-27ParchmoreRoad,Maple House School,Other Independent School,Not applicable,23-27 Parchmore Road,Open,Mixed,Croydon,-0.0996742,51.3997002
MapleInfants'SchoolMapleRoad,Maple Infants' School,Community School,Primary,Maple Road,Open,Mixed,Kingston Upon Thames,-0.306605,51.3955002
MapleWalkSchool62aCrownhillRoad,Maple Walk School,Other Independent School,Not applicable,62a Crownhill Road,Open,Mixed,Brent,-0.246274,51.539299
MapledownSchoolClaremontRoad,Mapledown School,Community Special School,Not applicable,Claremont Road,Open,Mixed,Barnet,-0.219489,51.5737991
MarathonScienceSchool1-9EvelynStreet,Marathon Science School,Other Independent School,Not applicable,1-9 Evelyn Street,Open,Boys,Lewisham,-0.0420082,51.4902992
MardenLodgePrimarySchoolCroydonRoad,Marden Lodge Primary School,Academy Sponsor Led,Primary,Croydon Road,Open,Mixed,Tandridge,-0.0710417,51.2952995
MargaretRoperCatholicPrimarySchoolRussellHillRoad,Margaret Roper Catholic Primary School,Voluntary Aided School,Primary,Russell Hill Road,Open,Mixed,Croydon,-0.120185,51.344101
MariaFidelisRomanCatholicConventSchoolFcj34PhoenixRoad,Maria Fidelis Roman Catholic Convent School Fcj,Voluntary Aided School,Secondary,34 Phoenix Road,Open,Mixed,Camden,-0.13209,51.5306015
MariaMontessoriSchool26LyndhurstGardens,Maria Montessori School,Other Independent School,Not applicable,26 Lyndhurst Gardens,Open,Mixed,Camden,-0.17146,51.5522995
MarianVianPrimarySchoolShirleyCrescent,Marian Vian Primary School,Academy Converter,Primary,Shirley Crescent,Open,Mixed,Bromley,-0.0455215,51.3945999
MarionRichardsonPrimarySchoolSenrabStreet,Marion Richardson Primary School,Community School,Primary,Senrab Street,Open,Mixed,Tower Hamlets,-0.0460718,51.5138016
MarishPrimarySchoolSwabeyRoad,Marish Primary School,Academy Converter,Primary,Swabey Road,Open,Mixed,Slough,-0.545928,51.5018997
MarjorieMcclureSchoolHawkwoodLane,Marjorie Mcclure School,Foundation Special School,Not applicable,Hawkwood Lane,Open,Mixed,Bromley,0.0735946,51.4077988
MarjoryKinnonSchoolHattonRoad,Marjory Kinnon School,Community Special School,Not applicable,Hatton Road,Open,Mixed,Hounslow,-0.430227,51.459301
MarksGateInfants'SchoolLawnFarmGrove,Marks Gate Infants' School,Community School,Primary,Lawn Farm Grove,Open,Mixed,Barking And Dagenham,0.137605,51.5853004
MarksGateJuniorSchoolRoseLane,Marks Gate Junior School,Community School,Primary,Rose Lane,Open,Mixed,Barking And Dagenham,0.135829,51.5858994
MarlboroughPrimarySchoolDraycottAvenue,Marlborough Primary School,Community School,Primary,Draycott Avenue,Open,Mixed,Kensington And Chelsea,-0.166066,51.4926987
MarnerPrimarySchoolDevasStreet,Marner Primary School,Community School,Primary,Devas Street,Open,Mixed,Tower Hamlets,-0.0123832,51.5228996
MarshGreenPrimarySchoolSouthClose,Marsh Green Primary School,Community School,Primary,South Close,Open,Mixed,Barking And Dagenham,0.151952,51.5312004
MarshallsParkSchoolPettitsLane,Marshalls Park School,Foundation School,Secondary,Pettits Lane,Open,Mixed,Havering,0.184236,51.5901985
MarshgatePrimarySchool157QueensRoad,Marshgate Primary School,Community School,Primary,157 Queens Road,Open,Mixed,Richmond Upon Thames,-0.289959,51.4613991
MartinPrimarySchoolPlaneTreeWalk,Martin Primary School,Community School,Primary,Plane Tree Walk,Open,Mixed,Barnet,-0.168207,51.5948982
MarvelsLanePrimarySchoolRiddonsRoad,Marvels Lane Primary School,Community School,Primary,Riddons Road,Open,Mixed,Lewisham,0.0330139,51.4287987
MarylandPrimarySchoolGurneyRoad,Maryland Primary School,Community School,Primary,Gurney Road,Open,Mixed,Newham,0.0079592,51.5499001
MaryleboneBoys'SchoolPrioryParkRoad,Marylebone Boys' School,Free Schools,Secondary,Priory Park Road,Open,Boys,Brent,-0.197414,51.5405006
MarymountInternationalSchoolGeorgeRoad,Marymount International School,Other Independent School,Not applicable,George Road,Open,Girls,Kingston Upon Thames,-0.26886,51.4174995
MathildaMarks-kennedyJewishPrimarySchool68HaleLane,Mathilda Marks-kennedy Jewish Primary School,Voluntary Aided School,Primary,68 Hale Lane,Open,Mixed,Barnet,-0.254903,51.6156006
MayesparkPrimarySchoolGoodmayesLane,Mayespark Primary School,Community School,Primary,Goodmayes Lane,Open,Mixed,Redbridge,0.106407,51.5568008
MayfieldPrimarySchoolHighLane,Mayfield Primary School,Community School,Primary,High Lane,Open,Mixed,Ealing,-0.348032,51.5206985
MayfieldSchoolPedleyRoad,Mayfield School,Foundation School,Secondary,Pedley Road,Open,Mixed,Redbridge,0.120598,51.5644989
MayflowerPrimarySchoolUpperNorthStreet,Mayflower Primary School,Community School,Primary,Upper North Street,Open,Mixed,Tower Hamlets,-0.0202075,51.5116997
MayplacePrimarySchoolWoodsideRoad,Mayplace Primary School,Academy Sponsor Led,Primary,Woodside Road,Open,Mixed,Bexley,0.166681,51.4569016
MaypolePrimarySchoolFranklinRoad,Maypole Primary School,Community School,Primary,Franklin Road,Open,Mixed,Dartford,0.173982,51.4311981
MaytimePreparatorySchool87YorkRoad,Maytime Preparatory School,Other Independent School,Not applicable,87 York Road,Closed,Mixed,Redbridge,0.0658464,51.5592003
MayvillePrimarySchoolLincolnStreet,Mayville Primary School,Community School,Primary,Lincoln Street,Closed,Mixed,Waltham Forest,0.006027,51.5600014
MazahirulUloomLondonSchool241-243MileEndRoad,Mazahirul Uloom London School,Other Independent School,Not applicable,241-243 Mile End Road,Open,Boys,Tower Hamlets,-0.0445244,51.5223999
MeadPrimarySchoolAmershamRoad,Mead Primary School,Community School,Primary,Amersham Road,Open,Mixed,Havering,0.231089,51.6035004
MeadRoadInfantSchoolMeadRoad,Mead Road Infant School,Academy Sponsor Led,Primary,Mead Road,Open,Mixed,Bromley,0.0721697,51.4192009
MeadlandsPrimarySchoolBroughtonAvenue,Meadlands Primary School,Community School,Primary,Broughton Avenue,Open,Mixed,Richmond Upon Thames,-0.315582,51.4343987
MeadowHighSchoolRoyalLane,Meadow High School,Community Special School,Not applicable,Royal Lane,Open,Mixed,Hillingdon,-0.466062,51.5242996
MeadowPrimarySchoolSparrowFarmRoad,Meadow Primary School,Community School,Primary,Sparrow Farm Road,Open,Mixed,Epsom And Ewell,-0.236504,51.3661995
MelcombePrimarySchoolFulhamPalaceRoad,Melcombe Primary School,Community School,Primary,Fulham Palace Road,Open,Mixed,Hammersmith And Fulham,-0.221176,51.4861984
MenorahFoundationSchoolAbbotsRoad,Menorah Foundation School,Voluntary Aided School,Primary,Abbots Road,Open,Mixed,Barnet,-0.263951,51.6078987
MenorahGrammarSchoolAbbotsRoad,Menorah Grammar School,Other Independent School,Not applicable,Abbots Road,Open,Boys,Barnet,-0.263951,51.6078987
MenorahHighSchool105BrookRoad,Menorah High School,Other Independent School,Not applicable,105 Brook Road,Closed,Girls,Brent,-0.240207,51.5624008
MenorahPrimarySchoolTheWohlCampus,Menorah Primary School,Voluntary Aided School,Primary,The Wohl Campus,Open,Mixed,Barnet,-0.207009,51.574501
MerchantTaylors'PrepSchoolMoorFarm,Merchant Taylors' Prep School,Other Independent School,Not applicable,Moor Farm,Open,Boys,Three Rivers,-0.436891,51.6339989
MerchantTaylors'SchoolSandyLodge,Merchant Taylors' School,Other Independent School,Not applicable,Sandy Lodge,Open,Boys,Three Rivers,-0.423171,51.634201
MeridianAngelPrimarySchoolStJohn'sChurchHall,Meridian Angel Primary School,Free Schools,Primary,St John's Church Hall,Open,Mixed,Enfield,-0.0541707,51.6122017
MeridianHighSchoolFairchildesAvenue,Meridian High School,Academy Sponsor Led,Secondary,Fairchildes Avenue,Open,Mixed,Croydon,-0.0015138,51.3334007
MeridianPrimarySchoolOldWoolwichRoad,Meridian Primary School,Community School,Primary,Old Woolwich Road,Open,Mixed,Greenwich,-0.001569,51.483799
MerlinSchool4CarltonDrive,Merlin School,Other Independent School,Not applicable,4 Carlton Drive,Open,Mixed,Wandsworth,-0.216573,51.4572983
MerryHillInfantSchoolAndNurserySchoolLane,Merry Hill Infant School And Nursery,Community School,Primary,School Lane,Open,Mixed,Hertsmere,-0.355479,51.6380005
MerryhillsPrimarySchoolBincoteRoad,Merryhills Primary School,Community School,Primary,Bincote Road,Open,Mixed,Enfield,-0.110224,51.6519012
MersthamPrimarySchoolLondonRoadSouth,Merstham Primary School,Community School,Primary,London Road South,Open,Mixed,Reigate And Banstead,-0.152229,51.2616997
MertonAbbeyPrimarySchoolHighPath,Merton Abbey Primary School,Community School,Primary,High Path,Open,Mixed,Merton,-0.190854,51.4135017
MertonCourtSchool38KnollRoad,Merton Court School,Other Independent School,Not applicable,38 Knoll Road,Open,Mixed,Bexley,0.112866,51.4236984
MertonParkPrimarySchoolChurchLane,Merton Park Primary School,Community School,Primary,Church Lane,Open,Mixed,Merton,-0.201439,51.4090004
MeryfieldPrimarySchoolTheobaldStreet,Meryfield Primary School,Community School,Primary,Theobald Street,Open,Mixed,Hertsmere,-0.286977,51.6649017
MichaelFaradaySchoolPortlandStreet,Michael Faraday School,Community School,Primary,Portland Street,Open,Mixed,Southwark,-0.088401,51.4852982
MichaelaCommunitySchoolNorthEndRoad,Michaela Community School,Free Schools,Secondary,North End Road,Open,Mixed,Brent,-0.27896,51.5626984
MiddleParkPrimarySchoolMiddleParkAvenue,Middle Park Primary School,Community School,Primary,Middle Park Avenue,Open,Mixed,Greenwich,0.0379066,51.4443016
MidfieldPrimarySchoolGrovelandsRoad,Midfield Primary School,Academy Converter,Primary,Grovelands Road,Open,Mixed,Bromley,0.102266,51.4105988
MilbourneLodgeSeniorSchool43ArbrookLane,Milbourne Lodge Senior School,Other Independent School,Not applicable,43 Arbrook Lane,Open,Mixed,Elmbridge,-0.356114,51.3609009
MilesCoverdalePrimarySchoolCoverdaleRoad,Miles Coverdale Primary School,Community School,Primary,Coverdale Road,Open,Mixed,Hammersmith And Fulham,-0.22885,51.5041008
MillHillCountyHighSchoolWorcesterCrescent,Mill Hill County High School,Academy Converter,Secondary,Worcester Crescent,Open,Mixed,Barnet,-0.247752,51.6295013
MillHillSchoolFoundationTheRidgeway,Mill Hill School Foundation,Other Independent School,Not applicable,The Ridgeway,Open,Mixed,Barnet,-0.230464,51.6189995
MillbankAcademyErasmusStreet,Millbank Academy,Academy Converter,Primary,Erasmus Street,Open,Mixed,Westminster,-0.13048,51.4914017
MillbrookParkPrimarySchoolSchoolHouseLane,Millbrook Park Primary School,Academy Sponsor Led,Primary,School House Lane,Open,Mixed,Barnet,-0.206193,51.6099014
MillbrookSchoolGewsCorner,Millbrook School,Community School,Primary,Gews Corner,Open,Mixed,Broxbourne,-0.0334357,51.7058983
MillenniumPrimarySchool50JohnHarrisonWay,Millennium Primary School,Community School,Primary,50 John Harrison Way,Open,Mixed,Greenwich,0.0113055,51.4935989
MillfieldsCommunitySchoolHilseaStreet,Millfields Community School,Community School,Primary,Hilsea Street,Open,Mixed,Hackney,-0.0509641,51.5559006
MinetJuniorSchoolAvondaleDrive,Minet Junior School,Community School,Primary,Avondale Drive,Open,Mixed,Hillingdon,-0.408175,51.5113983
MinetNurseryAndInfantSchoolAvondaleDrive,Minet Nursery And Infant School,Community School,Primary,Avondale Drive,Open,Mixed,Hillingdon,-0.408175,51.5113983
MissionGrovePrimarySchoolBuxtonRoad,Mission Grove Primary School,Community School,Primary,Buxton Road,Open,Mixed,Waltham Forest,-0.029906,51.5831985
MitchellBrookPrimarySchoolBridgeRoad,Mitchell Brook Primary School,Community School,Primary,Bridge Road,Open,Mixed,Brent,-0.256161,51.5489006
MoatbridgeSchoolElthamPalaceRoad,Moatbridge School,Community Special School,Not applicable,Eltham Palace Road,Open,Boys,Greenwich,0.0388969,51.4491005
MonegaPrimarySchoolMonegaRoad,Monega Primary School,Community School,Primary,Monega Road,Open,Mixed,Newham,0.0433188,51.5455017
MonkenHadleyCofePrimarySchoolCamletWay,Monken Hadley Cofe Primary School,Voluntary Aided School,Primary,Camlet Way,Open,Mixed,Barnet,-0.190768,51.662899
MonkfrithPrimarySchoolKnollDrive,Monkfrith Primary School,Community School,Primary,Knoll Drive,Open,Mixed,Barnet,-0.14636,51.6367989
MonksOrchardSchoolTheGlade,Monks Orchard School,Community School,Primary,The Glade,Open,Mixed,Croydon,-0.0487106,51.3913002
MonksmeadSchoolHillsideAvenue,Monksmead School,Community School,Primary,Hillside Avenue,Open,Mixed,Hertsmere,-0.2647,51.6548996
MontbellePrimarySchoolMilvertonWay,Montbelle Primary School,Community School,Primary,Milverton Way,Open,Mixed,Greenwich,0.0624333,51.4277992
MonteaglePrimarySchoolBurnhamRoad,Monteagle Primary School,Community School,Primary,Burnham Road,Open,Mixed,Barking And Dagenham,0.11632,51.5354004
MontemPrimarySchoolHornseyRoad,Montem Primary School,Community School,Primary,Hornsey Road,Open,Mixed,Islington,-0.114737,51.5611992
MontpelierPrimarySchoolMontpelierRoad,Montpelier Primary School,Community School,Primary,Montpelier Road,Open,Mixed,Ealing,-0.303689,51.5234985
MoorcroftSchoolT/aTheEdenAcademyBrambleClose,Moorcroft School T/a The Eden Academy,Academy Special Converter,Not applicable,Bramble Close,Open,Mixed,Hillingdon,-0.460291,51.5214996
MoraPrimarySchoolMoraRoad,Mora Primary School,Community School,Primary,Mora Road,Open,Mixed,Brent,-0.225035,51.5588989
MorashaJewishPrimarySchool37MossHallGrove,Morasha Jewish Primary School,Other Independent School,Not applicable,37 Moss Hall Grove,Closed,Mixed,Barnet,-0.186427,51.6108017
MordenMountPrimarySchoolLewishamRoad,Morden Mount Primary School,Community School,Primary,Lewisham Road,Open,Mixed,Greenwich,-0.0145226,51.4701004
MordenPrimarySchoolLondonRoad,Morden Primary School,Community School,Primary,London Road,Open,Mixed,Merton,-0.203128,51.3927002
MoreHouseSchool22-24PontStreet,More House School,Other Independent School,Not applicable,22-24 Pont Street,Open,Girls,Kensington And Chelsea,-0.159744,51.4972992
MorelandPrimarySchoolMorelandStreet,Moreland Primary School,Community School,Primary,Moreland Street,Open,Mixed,Islington,-0.0993677,51.5284004
MorningsidePrimarySchoolChathamPlace,Morningside Primary School,Community School,Primary,Chatham Place,Open,Mixed,Hackney,-0.0502974,51.5465012
MorpethSchoolPortmanPlace,Morpeth School,Community School,Secondary,Portman Place,Open,Mixed,Tower Hamlets,-0.0477335,51.5265999
MosaicJewishPrimarySchoolRoehamptonLane,Mosaic Jewish Primary School,Free Schools,Primary,Roehampton Lane,Open,Mixed,Wandsworth,-0.245307,51.4519005
MossHallInfantSchoolMossHallGrove,Moss Hall Infant School,Community School,Primary,Moss Hall Grove,Open,Mixed,Barnet,-0.185842,51.6099014
MossHallJuniorSchool187NetherStreet,Moss Hall Junior School,Community School,Primary,187 Nether Street,Open,Mixed,Barnet,-0.185842,51.6099014
MossbourneCommunityAcademy100DownsParkRoad,Mossbourne Community Academy,Academy Sponsor Led,Secondary,100 Downs Park Road,Open,Mixed,Hackney,-0.0613731,51.5516014
MossbourneParksideAcademySigdonRoad,Mossbourne Parkside Academy,Academy Converter,Primary,Sigdon Road,Open,Mixed,Hackney,-0.0624894,51.5488014
