DISTRITO,BARRIO,TIPO_VEHICULO,CLASIFICACION_AMBIENTAL,TIPO_CARBURANTE
San Blas - Canillejas,REJAS,CAMION,Cero Emisiones,ELECTRICO
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,CANILLEJAS,CAMION,Cero Emisiones,ELECTRICO
San Blas - Canillejas,CANILLEJAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,EL SALVADOR,CAMION,Cero Emisiones,ELECTRICO
San Blas - Canillejas,EL SALVADOR,TURISMO,Cero Emisiones,ELECTRICO
Barajas,ALAMEDA DE OSUNA,TURISMO,Cero Emisiones,ELECTRICO
Barajas,ALAMEDA DE OSUNA,TURISMO,Cero Emisiones,ELECTRICO
Barajas,AEROPUERTO,TURISMO,Cero Emisiones,ELECTRICO
Barajas,AEROPUERTO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Barajas,AEROPUERTO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Barajas,CASCO HISTORICO DE BARAJAS,TURISMO,Cero Emisiones,ELECTRICO
Barajas,TIMON,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Barajas,TIMON,TURISMO,Cero Emisiones,ELECTRICO
Barajas,CORRALEJOS,TURISMO,Cero Emisiones,ELECTRICO
Barajas,CORRALEJOS,TURISMO,Cero Emisiones,ELECTRICO
Barajas,CORRALEJOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Barajas,CORRALEJOS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,CHOPERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,ELECTRICO
Hortaleza,VALDEFUENTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Hortaleza,VALDEFUENTES,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villaverde,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villaverde,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,PALOS DE LA FRONTERA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Arganzuela,ATOCHA,TURISMO,Cero Emisiones,ELECTRICO
Arganzuela,ATOCHA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villaverde,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villaverde,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,SAN CRISTOBAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,ESTRELLA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Villaverde,BUTARQUE,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,BUTARQUE,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,BUTARQUE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villaverde,BUTARQUE,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,BUTARQUE,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,BUTARQUE,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,BUTARQUE,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,IBIZA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,IBIZA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,IBIZA,TURISMO,Cero Emisiones,ELECTRICO
Retiro,IBIZA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villaverde,LOS ROSALES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villaverde,LOS ROSALES,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,LOS ROSALES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,LOS JERONIMOS,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,ANGELES,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,ANGELES,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,ANGELES,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,ANGELES,TURISMO,Cero Emisiones,ELECTRICO
Villaverde,ANGELES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villaverde,ANGELES,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Retiro,NIÑO JESUS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,CASCO HISTORICO DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,CASCO HISTORICO DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,CASCO HISTORICO DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,CASCO HISTORICO DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,RECOLETOS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,CASCO HISTORICO DE VALLECAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villa de Vallecas,CASCO HISTORICO DE VALLECAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villa de Vallecas,CASCO HISTORICO DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,SANTA EUGENIA,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,SANTA EUGENIA,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,SANTA EUGENIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villa de Vallecas,SANTA EUGENIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villa de Vallecas,SANTA EUGENIA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GOYA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,FUENTE DEL BERRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,Cero Emisiones,ELECTRICO
Villa de Vallecas,ENSANCHE DE VALLECAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,LISTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,LISTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,LISTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,LISTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,LISTA,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,CASCO HISTORICO DE VICALVARO,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,CASCO HISTORICO DE VICALVARO,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,CASCO HISTORICO DE VICALVARO,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,CASCO HISTORICO DE VICALVARO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,CASCO HISTORICO DE VICALVARO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,CASCO HISTORICO DE VICALVARO,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,CASCO HISTORICO DE VICALVARO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,CASCO HISTORICO DE VICALVARO,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,Cero Emisiones,ELECTRICO
Salamanca,CASTELLANA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Salamanca,CASTELLANA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Chamartin,--,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,--,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,--,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDEBERNARDO,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDEBERNARDO,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDEBERNARDO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,EL VISO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,EL VISO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,EL VISO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,PROSPERIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,PROSPERIDAD,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,--,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,AMPOSTA,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
