tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;direccion_longitud;direccion_latitud;horario_acceso;codigo_dea
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de la Princesa;5;;;28008;MERLIN PROPETIES SOCIMI S.A. ;439532;4475190;-3,71282801475825;40,4251466771848;;2020-772
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;3;B;;28008;SEGURIDAD PLANTA BAJA ;439558;4475173;-3,71251991977571;40,4249954229543;;2021-681
Otros;Privada;079;Madrid;CALLE;de la Princesa;2;3º;;28008;EQUIPO SITUADO EN LA ENTRADA ;439587;4475113;-3,71217237778706;40,4244570227075;de 9:00 a 18:30 de L a J. de 9:00 a 15:00 Viernes;2022-146
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;CALLE;de la Princesa;3;;;28008;CINES PRINCESA PLAZA DE LOS CUBOS;439518;4475152;-3,71298942717569;40,4248033388189;15:30-01:00;2018-2843
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de la Princesa;27;3;;28008;PLANTA TERCERA MELIA PRINCESA;439416;4475445;-3,71421968100443;40,4274353893922;24H;2023-807
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de la Princesa;27;9;;28008;PLANTA NOVENA MELIÁ PRINCESA;439416;4475445;-3,71421968100443;40,4274353893922;24H;2023-808
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de la Princesa;27;BAJA;;28008;PLANTA PRINCIPAL MELIÁ PRINCESA;439416;4475445;-3,71421968100443;40,4274353893922;24H;2023-809
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;32;;;28008;COMPLEJO PRINCESA ;439412;4475533;-3,71427521993377;40,428227840215;24H;2024-60
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;3;10;;28008;JUZGADOS DE 1ª INSTANCIA DE LO SOCIAL-Planta 10ª ;439557;4475173;-3,71253170740121;40,4249953503056;;2021-684
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;5;3;;28008;EN LA PLANTA 3 ;439531;4475192;-3,71283999261726;40,4251646213851;;2021-685
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;3;8;;28008;JUZGADOS DE 1ª INSTANCIA DE LO SOCIAL-Planta 8ª ;439569;4475241;-3,71239671894482;40,4256087959964;;2021-683
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;3;4;;28008;JUZGADOS DE 1ª INSTANCIA DE LO SOCIAL-Planta 4ª ;439569;4475241;-3,71239671894482;40,4256087959964;;2021-680
Otros;Privada;079;Madrid;CALLE;de la Princesa;31;3;;28008;Recepción ;439379;4475509;-3,71466194145461;40,4280092337382;;2024-720
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;3;3;;28008;JUZGADOS DE 1ª INSTANCIA DE LO SOCIAL-Planta 3ª ;439557;4475173;-3,71253170740121;40,4249953503056;;2021-682
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;3;2;;28008;JUZGADOS DE 1ª INSTANCIA DE LO SOCIAL-Planta 2ª ;439558;4475173;-3,71251991977571;40,4249954229543;;2021-679
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;de la Princesa Juana de Austria;1;;;28054;ENTRANDO A LA DERECHA JUNTO A LA MAQUINA DE COCACOLA CREMATORIO SUR - CEMENTERIO SUR;437246;4457597;-3,73804497595013;40,2664906332629;24 H;2018-2244
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;AVDA;de la Princesa Juana de Austria;2;;;28026;Go fit Plaza elíptica -Entrada principal ;438829;4469304;-3,72054919597986;40,372071454978;;2022-1030
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;Principal;6;;;28011;HALL ENTRADA PRINCIPAL - EN LA PARED ;437195;4473907;-3,74024894275851;40,4134157725855;24 H / 365 DÍAS;2019-1307
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;AVDA;Principal;8;;;28011;COMISARIA CASA DE CAMPO. COCHE PATRULLA ;437177;4473980;-3,74046829104761;40,4140720275714;24 h;2022-1081
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;CALLE;Principal de Provincias;20;;;28011;RECINTO FERIAL DE LA CASA CAMPO, TEATRO AUDITORIO, HALL DE ENTRAD .CRISTAL. MADRID, DESTINO CULTURA TURISMO Y NEGOCIIO;437374;4473754;-3,7381242712298;40,412050973611;24 H 365D;2019-2904
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;CALLE;Principal de Provincias;16;;;28011;RECINTO FERIAL DE LA CASA CAMPO, SATELITE, PUERTA NORTE, HALL MADRID DESTINO CULTURA, TURISMO Y NEGOCIO;437374;4473754;-3,7381242712298;40,412050973611;24 H 365 D;2019-2905
Otros;Privada;079;Madrid;CALLE;Principal de Provincias;21;1;;28011;JUNTO PUERTA DE LA ENFERMERÍA ;437869;4473717;-3,73228692925318;40,411754758038;L-V 8:15-19:00;2020-196
Otros;Pública;079;Madrid;CALLE;del Príncipe;14;;;28012;TEATRO DE LA COMEDIA INSTITUTO NACIONAL DE LAS ARTES ESCENICAS;440575;4474122;-3,70043367764106;40,4156007807191;;2021-260
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;CALLE;del Príncipe;25;;;28012;TEATRO ESPAÑOL ;440585;4474020;-3,70030629072634;40,4146826296894;24 h;2022-1046
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;135;4ª;;28002;FERROVIAL CORPORACIÓN S.A. ;442442;4477250;-3,67871234297106;40,4439105786402;;2018-1302
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;135;BAJA;;28002;FERROVIAL CORPORACIÓN S.A. ;442442;4477250;-3,67871234297106;40,4439105786402;;2018-1304
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;187;;;28002;pta 5ª edificio Principal - vestibulo en salida norte del edifici ;442483;4477638;-3,6782640464774;40,4474087040564;;2018-1447
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;187;;;28002;SOTANO 1 - PASILLO ACCESO AL GIMNASIO ;442482;4477686;-3,67828018521736;40,4478410414919;24 HORAS/7 DIAS SEMANA;2018-1448
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;187;;;28002;PTA 11- edif. PRINCIPAL- JUNTO AL PUESTO RECEPCIONISTA ;442483;4477638;-3,6782640464774;40,4474087040564;24 HORAS /7 DIAS A LA SEMANA;2018-1449
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;187;;;28002;EN RECEPCIÓN EDIFICIO PRINCIPAL PUESTO DE RECEPCIONISTA URÍA MENÉNDEZ ABAOGADOS;442483;4477638;-3,6782640464774;40,4474087040564;24H;2018-1305
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;187;;;28002;edificio anexo I- descansillo de escaleras en planta baja ;442483;4477638;-3,6782640464774;40,4474087040564;24h /7 dias semana;2018-1388
Centro educativo;Privada;079;Madrid;CALLE;del Príncipe de Vergara;248;;;28016;RESIDENCIA UNIVERSITARIA DUQUE DE AHUMADA ;442698;4478317;-3,6757901173319;40,4535403036542;24 HORAS CALENDARIO ESCOLAR;2018-1795
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;CALLE;del Príncipe de Vergara;146;;;28002;INAEM ;442527;4477495;-3,67773227480124;40,4461235353901;;2018-1835
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;132;10;;28002;SAINT GOBAIN FACILITAS ;442511;4477190;-3,67789333285948;40,4433748438066;8-18;2018-2668
Centro educativo;Privada;079;Madrid;CALLE;del Príncipe de Vergara;108;;;28002;;442455;4476693;-3,67850860721149;40,4388937548273;;2018-3011
Centro educativo;Privada;079;Madrid;CALLE;del Príncipe de Vergara;156;;;28002;;442542;4477706;-3,67757449248444;40,4480253601294;;2018-3012
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;132;;;28002;- -;442512;4477190;-3,67788154193738;40,4433749129496;L-V DE 8:00 A 18:00;2019-152
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;248;BAJA;;28016;FRENTE A LA PUERTA DE LA CAPILLA ;442659;4478341;-3,6762522002737;40,4537538171266;24 H;2019-803
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;131;;;28002;EN LA RECEPCIÓN ;442427;4477115;-3,67887697287476;40,4426933956994;8:00 - 19:00 h.;2019-531
Centro educativo;Privada;079;Madrid;CALLE;del Príncipe de Vergara;42;;;28001;ENTRADA COLEGIO NUESTRA SEÑORA DE LORETO ;442376;4475493;-3,67933122697297;40,4280780946491;HORARIO LECTIVO;2019-2795
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;135;;;28002;;442442;4477250;-3,67871234297106;40,4439105786402;;2019-896
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Príncipe de Vergara;128;;;28002;DENTRO DE LA ESTACION CRUZ DEL RAYO VESTIBULO PINCIPE DE VERGARA;442506;4477509;-3,67798116153837;40,446248202011;;2018-2883
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Príncipe de Vergara;128;;;28002;DENTRO ESTACIÓN CRUZ DEL RAYO VESTIBULO SANCHEZ PACHECO;442506;4477509;-3,67798116153837;40,446248202011;;2018-2882
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Príncipe de Vergara;261;;;28016;DENTRO DE LA ESTACIÓN DE COLOMBIA EN EL VESTIBULO PRINCIPAL;442584;4478656;-3,67716514377726;40,456586304849;;2018-2694
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Príncipe de Vergara;204;;;28002;DENTRO DE LA ESTACIÓN DE CONCHA ESPINA EN VESTIBULO PRINCIPE DE VERGARA;442535;4477873;-3,67767214590295;40,4495292908764;;2018-2881
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;125;3ª;;28002;REALE SEGUROS GENERALES SA ;442447;4477060;-3,67863617404861;40,4421993139877;;2018-990
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Príncipe de Vergara;204;;;28002;DENTRO ESTACION CONCHA ESPINA EN VESTIBULO PLAZA DE CATALUÑA;442535;4477873;-3,67767214590295;40,4495292908764;;2018-2880
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;125;-1;;28002;REAÉ SEGUROS GENERALES ;442447;4477060;-3,67863617404861;40,4421993139877;;2019-829
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;125;1ª;;28002;REALE SEGUROS GENERALES ;442447;4477060;-3,67863617404861;40,4421993139877;;2018-988
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;del Príncipe de Vergara;92;;;28006;NH PRINCIPE DE VERGARA ;442414;4476444;-3,67896943665833;40,4366478037479;24 H;2020-57
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;38;1;;28001;RECEPCIÓN ;442340;4475370;-3,67974444809714;40,4269675546973;9:00-14:30 Y 17:00-19:30;2019-2914
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;112;;;;HALL DE ENTRADA INMOBILIARIA COLONIAL SOCIMI S.A.;442449;4476785;-3,67858768131125;40,4397221201099;HORARIO DE OFICINA;2021-150
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;131;;;28002;IOSA INMUEBLES ;442424;4477114;-3,67891225464263;40,4426841794873;;2021-780
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;CALLE;del Príncipe de Vergara;146;;;28002;Hall sur del Auditorio, entrada por sala de cámara INSTITUTO NACIONAL DE LAS ARTES ESCENICAS Y LA MUSICA;442533;4477490;-3,67766107399549;40,4460789077804;;2021-251
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;CALLE;del Príncipe de Vergara;146;;;28002;Hall norte del Auditorio, entrada por sala sinfónica INSTITUTO NACIONAL DE LAS ARTES ESCENICAS Y DE LA MUSICA;442533;4477490;-3,67766107399549;40,4460789077804;;2021-252
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;del Príncipe de Vergara;113;;;28002;EN RECEPCION EL GYM IBERICA;442392;4476870;-3,67926743448304;40,4404838941327;L-V 6-24 / S y D 8-21;2021-49
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;211;;;28002;COM.PROP. ;442515;4478046;-3,67792364669712;40,4510863729712;;2023-484
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Príncipe de Vergara;132;;;28002;Cuarto mantenimiento HERMANOS REVILLA SA;442517;4477187;-3,67782231585497;40,4433482332101;;2023-519
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;CALLE;del Príncipe de Vergara;140;bajo;;28002;esq. cartagena 178 ;442498;4477330;-3,67805928809898;40,4446351316733;24H;2023-935
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;del Príncipe de Vergara;87;;;28006;dormirdcine ;442373;4476398;-3,67944864459883;40,4362305733537;;2023-925
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;136;1;9;28002;ICONA CAFÉ ;442489;4477251;-3,67815825581955;40,4439228394998;De 9:00 a 18:30 horas;2023-611
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Príncipe de Vergara;154;;;28002;;442545;4477714;-3,67753984101896;40,4480976352528;07:30 - 17:30;2024-101
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;112;7;;28002;;422448;4476782;-3,91439562344012;40,4380703669484;24H;2024-403
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;125;;;28002;;442420;4477062;-3,67895470461103;40,4422154616284;L-J 8-17  V 8-15;2024-584
Otros;Privada;079;Madrid;CALLE;del Príncipe de Vergara;125;;;28002;;442420;4477062;-3,67895470461103;40,4422154616284;L-J 8-17  V 8-15;2024-585
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;del Príncipe de Vergara;211;;;28002;Sala pesas ;442515;4478046;-3,67792364669712;40,4510863729712;;2024-520
Centro educativo;Privada;079;Madrid;CALLE;del Profesor Waksman;14;1;;28036;VATEL MADRID. HOTEL y TOURISM BUSINESS SCHOOL ;441712;4478577;-3,68744157387785;40,4558139360359;lunes a viernes de 8:00?18:00;2024-879
Instalaciones de transporte;Pública;079;Madrid;PLAZA;de la Prosperidad;5;;;28002;ESTACIÓN DE PROSPERIDAD, EN VESTÍBULO ;442769;4477278;-3,6748592020252;40,4441853893966;;2018-3002
Centro educativo;Privada;079;Madrid;CALLE;de la Puebla;20;;;28004;RECEPCION COLEGIO PLANTA BAJA COLEGIO PURISIMA CONCEPCION;440315;4474894;-3,70357048680001;40,4225367128017;;2019-2444
Centro educativo;Privada;079;Madrid;CALLE;de Puebla de Sanabria;20;;;28021;;439821;4466897;-3,70863793356788;40,3504600901643;;2024-160
Otros;Privada;079;Madrid;CALLE;del Valle de laciana;46;;;28034;ASOCIAC. VECINOS ;440024;4482373;-3,70770714839578;40,4898896301578;;2023-428
Instalaciones de transporte;Pública;079;Madrid;GTA;del Valle de Oro;;;;28019;DENTRO DELA ESTACIÓN DE OPORTO EN PASILLO ACCESO ANDENES L6;437937;4471126;-3,73123293907916;40,3884189559491;;2018-3118
Instalaciones de transporte;Pública;079;Madrid;GTA;del Valle de Oro;2;;;28019;DENTRO DELA ESTACION DE OPORTO, EN ANDÉN 1 LINEA 5 ;437937;4471126;-3,73123293907916;40,3884189559491;;2018-3119
Otros;Privada;079;Madrid;CALLE;del Valle de Tobalina;58;;J;28021;RECEPCIÓN ENTRADA FEDERAL SIGNAL VAMA SA;439653;4465806;-3,71051293702596;40,3406196042581;L A J 8-13 17-17  V 8-14;2019-2620
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Valle de Tobalina;0;;;28021;DENTRO DE LAESTACIÓN VILLAVERDE ALTO EN VESTIBULO METRO DE MADRID;439467;4465847;-3,71270658870368;40,3409754836215;;2018-3090
Otros;Privada;079;Madrid;CALLE;del Valle de Toranzo;3;;;28023;RESIDENCIAL LA FLORIDA ;432544;4480075;-3,79571785012883;40,4686146809589;;2022-1449
Otros;Privada;104;Paracuellos de Jarama;CALLE;Ajalvir;7,5;;;28860;NUEVO AMANECER CENTRO DE AYUDA SOCIAL CARRETERA AJALVIR A VICALVARO;450073;4483579;-3,58923215191583;40,5014191928284;24 horas;2021-742
Otros;Pública;177;Villanueva del Pardillo;PLAZA;Mister Lodge;3;;;28229;DISPOSITIVO MOVIL - CALLE COMCEPCION 3 ;420315;4482463;-3,94025544271449;40,4890423981704;;2021-707
Establecimiento dependiente de una Administración Pública;Pública;177;Villanueva del Pardillo;PLAZA;Mayor;1;;;28229;AYUNTAMIENTO VILLANUEVA DEL PARDILLO;418267;4482655;-3,96444268607075;40,4905727734871;24 H;2018-2
Establecimiento dependiente de una Administración Pública;Pública;177;Villanueva del Pardillo;PLAZA;Mayor;1;;;28229;AYUNTAMIENTO ;418267;4482656;-3,96444281503713;40,4905817812448;;2021-632
Otros;Privada;033;Campo Real;AVDA;de la Circunvalación;4;;;28510;NAVE Avda Circunvalación 4, Campo Real;481062;4449432;-3,22249545507474;40,1950683968321;;2022-1424
Otros;Privada;079;Madrid;CALLE;del General Lacy;23;;;28045;NAVE ESTE SAVILLS AGUIRRE NEWMAN, S.A.U.;441417;4472533;-3,6903635517678;40,4013459538568;8-19;2018-1213
Otros;Privada;079;Madrid;CALLE;del General Lacy;23;Baja;;28045;Recepción SAVILLS AGUIRRE NEWMAN, S.A.U.;441395;4472548;-3,69062417092212;40,4014795335528;8-19;2018-1212
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del General Lacy;23;;;28045;SKYDANCE ANIMATION MADRID SL ;441407;4472538;-3,69048184753993;40,4013902928464;L-J de 9:30h a 18:30h viernes de 9:00h a 15:30h;2023-759
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del General Oraá;15;BAJA;;28006;HALL DE ENTRADA CONSEJERÍA DE SANIDAD;441825;4476421;-3,68591148328913;40,4363996156495;;2019-844
Otros;Privada;079;Madrid;AVDA;del General Perón;27;7ª;;28020;ZONA COCINA ALLIANZ GLOBAL CORPORATE & SPECIALITY;441126;4478303;-3,69432689880923;40,4533043204095;7-300A021;2018-66
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;AVDA;del General Perón;40;;;28020;C.C. portal B, pared izda ;441332;4478121;-3,6918808023966;40,4516793509611;;2019-633
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;AVDA;del General Perón;40;;;28020;C.C. Portal B, pasada puerta a la dcha. ;441331;4478127;-3,69189314911135;40,4517333310141;;2019-626
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;AVDA;del General Perón;40;1;B;28020;;441282;4478103;-3,69246875478337;40,4515136684614;24 HORAS;2019-131
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;del General Perón;38;;;28020;C.P. EDIFICIO MASTER ;441236;4478149;-3,69301545802906;40,4519248057714;24 H;2019-972
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;del General Perón;38;16;;28020;FROB EDIFICIO MASTER´S II ;441237;4478149;-3,69300366565004;40,451924876469;;2018-1346
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;AVDA;del General Perón;38;;;28020;MÁSTERS 2 CONSORCIO DE COMPENSACIÓN DE SEGUROS;441239;4478147;-3,69297989580822;40,4519070009868;;2020-839
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;del General Perón;38;;;28020;3ª PLANTA, ENTRADA PUERTA Nº 3 A LA DERECHA ;441236;4478149;-3,69301545802906;40,4519248057714;8-15;2024-833
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Maestro Ángel Llorca;17;;;28003;DENTRO ESTACIÓN GUZMAN EL BUENO EN PASILLO ACCESO ANDENES L6;439449;4477465;-3,71402315565012;40,4456348011593;;2018-3088
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Maestro Ángel Llorca;17;;;28003;DENTRO ESTACIÓN DE METRO GUZMAN EL BUENO ANDEN II L7, PROXIMO AL PIÑON DE SALIDA;439449;4477465;-3,71402315565012;40,4456348011593;;2018-3086
Centro educativo;Privada;079;Madrid;CALLE;de Blas Cabrera;50;;;28044;EDIFICIO DE BACHILLERATO. HALL DESDE EL PATIO COLEGIO INSTITUCION LA SALLE;434279;4469989;-3,77421098414607;40,3778958747981;08:00 -15:00;2018-1321
Otros;Privada;079;Madrid;CALLE;de Blas Cabrera;88;;;28044;Ubicado en la entrada-recepción de la Fundación ;435086;4469978;-3,76470399524901;40,3778600334529;;2022-198
Centro educativo;Pública;079;Madrid;CALLE;de Blas Cabrera;90;;;28044;HALL DE ENTRADA DEL INSTITUTO IES LEONARDO DA VINCI;435306;4470219;-3,76213701978343;40,3800481684773;;2023-308
Centro educativo;Pública;079;Madrid;CALLE;de Blas Cabrera;90;;;28044;HALL ENTRADA EDIFIO LIBANO IES LEONARDO DA VINCI;435306;4470219;-3,76213701978343;40,3800481684773;;2023-314
Otros;Privada;079;Madrid;CALLE;de San Germán;10;;;28020;INSTALADO EN HALL DE ENTRADA ;441267;4478654;-3,69269661096632;40,4564762559537;24 horas;2022-996
Otros;Privada;079;Madrid;CALLE;de San Germán;20;1;;28020;;441239;4478870;-3,69304681444037;40,4584200971352;;2024-264
Centro educativo;Privada;079;Madrid;CALLE;del Genil;11;;;28002;;442251;4477804;-3,68101479715828;40,4488880255473;;2018-2757
Centro educativo;Privada;079;Madrid;CALLE;del Genil;13;;;28002;DESPACHO AULA DETRAS DE RECEPCIÓN ;442262;4477840;-3,68088835953815;40,4492130943531;"L-V 10 a 22; S 9 a 15 - Julio L-V 10 a 15 Ago Cerrado";2019-2546
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Génova;6;0;;28004;EN EL HALL ASOCIACIÓN ESPAÑOLA DE NORMALIZACIÓN;441029;4475401;-3,69520142417707;40,4271549200509;;2018-566
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Génova;27;0;;28004;EN LA RECEPCIÓN DEL EDIFICION GMP;441296;4475271;-3,69204201077793;40,4260027014813;24H;2018-929
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Génova;17;;;28004;RECEPCION ;441178;4475349;-3,69344019365814;40,4266970279535;24 HORAS;2018-2705
Instalaciones de transporte;Pública;079;Madrid;CALLE;de Génova;29;;;28004;DENTRO DE LA ESTACIÓN DE COLON EN EL VESTÍBULO;441328;4475240;-3,69166193874194;40,425725695959;;2018-2976
Otros;Privada;079;Madrid;CALLE;de Génova;27;3;;28004;Oficina de Cero Generation Services Limited Sucursal en España ;441296;4475273;-3,69204219544218;40,4260207184396;24 horas / 7 dias;2023-533
