PK,NOMBRE,NOMBRE_RECON,SUBTIPO,DESCRIPCION,FECHA,AUTORES,PDF,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,BARRIO_RECON,COD-DISTRITO,DISTRITO,DISTRITO_RECON,COORDENADA-X,COORDENADA-Y,ID,LATITUD,LONGITUD
409549,rejas-del-arroyo-meaques,https://wikidata.org/entity/Q110748001,"Puente, construcción civil","La entrada al arroyo Meaques, en los confines suroccidentales del vallado de la Casa de Campo, y, más aún, el diseño de las rejas de la puerta, son obra de 1768 legítimamente atribuible a Francisco Sabatini, a la sazón arquitecto e ingeniero a quien la Casa del Rey encomienda la ingente tarea de realizar las más amplias y definitivas, a la vez que primitivas, infraestructuras hidráulicas del Bosque Real, que debían aprovechar racionalmente la afortunada proliferación de arroyos y corrientes de agua que afluyen al Manzanares desde sus confines occidentales, en los términos limítrofes a Madrid de Pozuelo de Alarcón y Boadilla del Monte. En este repertorio trenza Sabatini el conjunto de su más notable producción híbrida entre la obra civil y la arquitectura, entre la que destaca de forma muy especial el paquete efectuado en la cabecera del arroyo Meaques respecto al parque desde el actual barrio  de Campamento (Distrito de Latina), esto es, el puente de la Culebra y la entrada y rejas sobre el cauce. Se vinculan estas últimas a uno de los modelos más sobresalientes del que fuera un importante capítulo en la obra de Sabatini dentro de la Casa de Campo y marca desde su fundación una referencia imprescindible a esta confluencia urbana en la que hoy día se instala con no demasiada fortuna. La demolición de la valla de cerramiento en los flancos de las rejas, en la actualidad remozada, determinó su aislamiento, aunque el conjunto puerta-rejas, que quedará en el cierre general como pieza autónoma entre dos estrechos huecos, presenta una relativa autonomía flanqueado por una estrecha apertura lateral. En la reciente revisión efectuada por el Ayuntamiento de Madrid del Catálogo de monumentos y elementos urbanos, la pieza ha merecido su inclusión en el nivel de mayor categoría, correspondiente a las construcciones susceptibles de protección histórico-artística",1768,"SABATINI, Francisco",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409549.pdf?idMonumento=07e8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=07e8091d1b9c4510091d1b9c45102e085a0aRCRD,boadilla-del-monte,CARRETERA,V,1.0,MADRID,MADRID,28024,5,campamento,https://wikidata.org/entity/Q31169,10,latina,https://wikidata.org/entity/Q794954,434937,4472307,4349374472307,40.39882,-3.7666899999999995e-16
409544,rejas-del-arroyo-prado-del-rey,https://wikidata.org/entity/Q110748002,"Puente, construcción civil","Construcción híbrida entre puerta, puente y tapia (constituye parte del cerramiento oeste de la Casa de Campo), alberga uno de los portones protegido por rejas de hierro forjado, conocidos históricamente como “rejas”. Como tal, es una de las cinco del legado actual del parque (las rejas del arroyo Meaques, las dos del arroyo de Antequina, las del barranco de la Zorra y ésta sobre el arroyo del Prado del Rey).  Obra de ladrillo y mampostería según las trazas y las técnicas constructivas de Francisco Sabatini, autor de todas ellas y a la sazón ingeniero y arquitecto de la Casa Real, que las promueve en 1768 para el aprovechamiento y regulación de los cauces de las numerosas corrientes de agua que surcaban la Casa de Campo, guarda gran similitud con las rejas de entrada al arroyo o barranco de la Zorra, y es una de las más significadas obras de ingeniería hidráulica de su autor en el parque. A caballo entre la arquitectura y la ingeniería civil, se vincula con discreta fortuna a los más  recientes proyectos de reordenación urbana de los viales y trazados que de forma imparable bordean las zonas extramuros de la tapia oeste del parque, habiéndose recuperado las acometidas posteriores sobre los tajamares, parcialmente ocultos y deteriorados, con una moderna remodelación en embudo del cauce sobre los arcos de paso, obra de hormigón que crea un breve escenario en cuyo marco se permite la contemplación desde el entorno de las viejas rejas y arquerías de la entrada al arroyo del Prado del Rey.",1768,"SABATINI, Francisco",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409544.pdf?idMonumento=c6e8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c6e8091d1b9c4510091d1b9c45102e085a0aRCRD,humera,CARRETERA,V,15.0,MADRID,MADRID,28023,7,aravaca,https://wikidata.org/entity/Q3314682,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,433982,4478745,4339824478745,40.45675,-3.778607
409019,reloj-de-sol,https://wikidata.org/entity/Q110748005,Elemento de ornamentación,"Con una glorieta que es a la vez un reloj de sol, en el que bancos de piedra dan las horas, se inicia el parque de San Blas, también conocido como parque Paraíso, que envuelve en todo su recorrido a la avenida de Arcentales, el eje viario que separa el barrio I de San Blas, construido a mediados de los años cincuenta, del Gran San Blas, levantado a partir de 1961. Esta glorieta, que debe corresponder a la primera parte que se realizó del parque, tiene características de la construcción de ese momento: las mamposterías concertadas de grandes piezas de granito y los suelos de cemento coloreado.",1962,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409019.pdf?idMonumento=cb48091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=cb48091d1b9c4510091d1b9c45102e085a0aRCRD,arcentales,AVENIDA,V,2.0,MADRID,MADRID,28037,3,amposta,https://wikidata.org/entity/Q11905392,20,san-blas-canillejas,https://wikidata.org/entity/Q2001937,446822,4475148,4468224475148,40.42526,-3.626891
408473,republica-argentina,https://wikidata.org/entity/Q110748015,"Elemento conmemorativo, Lápida","La plaza circular ensartada por las rondas y por la calle de Serrano, que marca el encuentro de varias urbanizaciones de hotelitos del norte de Madrid como el Viso y la Colonia Residencia, se dedicó en 1942 a la República Argentina por su labor de ayuda económica a España durante el bloqueo internacional de la posguerra, conmemorándose la fecha de esa denominación mediante una placa de bronce a la que se construyó un pequeño edículo apilastrado en el lateral oeste de la plaza. El acto inaugural se celebró el día 9 de septiembre de 1942 y fue presidido por el alcalde de Madrid, Alberto Alcocer, y el embajador de Argentina, Adrián C. Escobar, quien procedió al descubrimiento de la lápida y ofreció a la Villa un ladrillo del Cabildo de Buenos Aires, realizado por españoles con arcilla argentina, para servir de piedra fundacional de un edificio municipal.",1942,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408473.pdf?idMonumento=a7b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a7b8091d1b9c4510091d1b9c45102e085a0aRCRD,republica-argentina,PLAZA,V,6.0,MADRID,MADRID,28002,1,el-viso,https://wikidata.org/entity/Q4778,5,chamartin,https://wikidata.org/entity/Q1766348,441898,4477446,4418984477446,40.44564,-3.685139
409417,restos-escultoricos,https://wikidata.org/entity/Q110748024,Elemento de ornamentación,"El lugar donde se ubican estos restos escultóricos estuvo ocupado durante casi cuarenta años por el colegio de los padres escolapios de San José de Calasanz, hasta que a mediados de los años setenta, esta orden religiosa dedicada a la docencia vendió los terrenos, y en su lugar se construyó un bloque de viviendas que ocupa la parte Sur de la manzana, dejando una franja ajardinada en el lado Norte, donde anteriormente se emplazaban los campos de juego del colegio. Este jardín, nunca pasó de ser un terrizo con bancos y algunos restos vegetales, hasta que hacia el año 2000 se decidió construir en su lugar un aparcamiento subterráneo con la cubierta ajardinada. Como decoración del nuevo parque se dispersaron aleatoriamente por los arriates algunas piedras talladas procedentes de los almacenes municipales. Su procedencia es dudosa y diversa pues se aprecian distintos estilos y épocas, desde un busto dieciochesco y un escudo de la misma época a bases de bancos o peanas estriadas de aspecto decimonónico o frisos tallados con toscas hojas de hiedra que podrían ser incluso más modernos.",2000,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409417.pdf?idMonumento=0208b09812dc4510b09812dc45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0208b09812dc4510b09812dc45102e085a0aRCRD,joaquin-maria-lopez,CALLE,V,1.0,MADRID,MADRID,28015,2,arapiles,https://wikidata.org/entity/Q10856744,7,chamberi,https://wikidata.org/entity/Q1763370,439949,4476539,4399494476539,40.43733,-3.708039
414120,ria-del-paseo-de-colombia,https://wikidata.org/entity/Q110748036,"Fuente, Estanque, Lámina de agua","Es uno de los arroyuelos canalizados que desembocan en el Estanque Grande, el cual se ensancha a la mitad de su recorrido para recoger en su centro la isla y la estatua dedicada a Diana [8267]. Junto con la ría de Venezuela dan un carácter romántico a este sector del Retiro, con sus puentecillos con verjas de madera, sus roquedales, rememorando así el canal navegable que de aquél partía, el denominado del Mallo, atravesando el Parque. Su fecha de realización podría fijarse entre 1890 y 1900, atendiendo a la cartografía madrileña, pues aparece por primera vez en el Plano de Facundo Cañada de 1900, aunque desde el siglo XVIII existía un precedente de canal que nacía en el mismo punto del Estanque Grande, mantenía la dirección del primer tramo, prolongándose hasta cruzar el actual Paseo de Colombia.",Cercano a 1900,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/414120.pdf?idMonumento=c558091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c558091d1b9c4510091d1b9c45102e085a0aRCRD,colombia,PASEO,V,1.0,MADRID,MADRID,28009,5,jeronimos,https://wikidata.org/entity/Q10306766,3,retiro,https://wikidata.org/entity/Q2002296,441967,4474495,4419674474495,40.41906,-3.684053
408139,ruben-dario,https://wikidata.org/entity/Q113666099,"Elemento conmemorativo, Lápida","Rubén Darío, seudónimo de Félix Rubén García Sarmiento (1867-1916), fue un escritor nicarag&amp;uuml;ense que trabajó como corresponsal del diario La Nación en España, así como desempeñó cargos diplomáticos en varios países.Está considerado como el poeta de mayor influencia en lengua española a finales del siglo XIX y principios del XX. Se le atribuye la creación del término Modernismo para dar nombre a un movimiento literario desarrollado entre los años 1888 y 1920, caracterizado por un intento de renovación ling&amp;uuml;ística y en una constante búsqueda de la belleza a través de los recursos formales.La lápida se instaló en recuerdo de la casa donde vivió en Madrid en 1905 y donde escribió el poema “Salutación del optimista”; fue patrocinada por el Ayuntamiento de Madrid en abril de 1964, con leyenda redactada por el poeta José García Nieto.",1964,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408139.pdf?idMonumento=48a8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=48a8091d1b9c4510091d1b9c45102e085a0aRCRD,veneras,CALLE,V,4.0,MADRID,MADRID,28013,6,sol,https://wikidata.org/entity/Q2465181,1,centro,https://wikidata.org/entity/Q1763376,439985,4474544,4399854474544,40.41936,-3.707423
408437,ruben-dario,https://wikidata.org/entity/Q113666099,"Elemento conmemorativo, Lápida","Para rendir recuerdo y homenaje al insigne político, diplomático y poeta modernista nicarag&amp;uuml;ense Rubén Darío (1867-1916), el director general de Archivos y Bibliotecas comunicó, el 11 de febrero de 1958, el deseo de colocar una lápida en la casa donde vivió en Madrid. La Comisión Municipal aceptó la propuesta e indicó como fecha de inauguración el 6 de febrero, aniversario de la muerte del poeta, o el 2 de junio, aniversario de su presentación de las credenciales como embajador de su país, pero finalmente la inauguración se pospuso al día 3 de diciembre, que fue cuando el escritor salió de Nicaragua por primera vez para venir a España. Descubrió la lápida el ministro de Educación, D. Jesús Rubio García Mina, en presencia del embajador de Nicaragua, D. Manuel Zurita, el alcalde de Madrid, conde de Mayalde, el subdirector del Instituto de Cultura Hispánica, y D. Antonio Oliver por la entidad patrocinadora. Otra lápida dedicada al mismo personaje, pero con texto diferente, se encuentra en la calle de Veneras, 4.",1958,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408437.pdf?idMonumento=c5b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c5b8091d1b9c4510091d1b9c45102e085a0aRCRD,serrano,CALLE,V,31.0,MADRID,MADRID,28001,1,recoletos,https://wikidata.org/entity/Q3814551,4,salamanca,https://wikidata.org/entity/Q1773521,441671,4475444,4416714475444,40.42759,-3.687631
408489,ruben-dario,https://wikidata.org/entity/Q113666099,Estatua,"La glorieta del Cisne fue rebautizada en 1922 'de Rubén Darío', como homenaje del Ayuntamiento de Madrid al gran poeta modernista y diplomático nicarag&amp;uuml;ense Félix Rubén García Sarmiento (1867&amp;ndash;1916), verdadero nombre del autor de obras inmortales como 'Prosas Profanas', 'Azul' o 'Cantos de Vida y Esperanza', y embajador de su país en nuestra capital entre 1907 y 1909. Una placa fue durante cuarenta años el homenaje que tuvo en este lugar, hasta que en 1962 la embajada española en Managua dio cuenta de la suscripción acordada por el Instituto Nicarag&amp;uuml;ense de Cultura Hispánica para construir un gran monumento, ya solicitado un año antes por Ramón Serrano Suñer en las páginas del diario ABC. El 5 de Julio de 1964 el escultor Victorio Macho propuso al alcalde de Madrid la Rosaleda del Parque del Oeste como emplazamiento para una obra que ya tenía proyectada, lo que llevó al regidor, el conde de Mayalde, a cancelar la convocatoria de un concurso para que se aprobase -previo informe de la Academia de Bellas Artes- el proyecto diseñado por Macho. Pero una confusión sobre la procedencia del dinero necesario -ya que la Embajada de Nicaragua había iniciado una suscripción- y la falta de un contrato firme con el escultor, sacaron el tema a debate en un Pleno en el que también se habló del traslado de la estatua de Lope de Vega situada en la glorieta de Rubén Darío -que había recalado aquí tras ser desplazada de su ubicación original en la glorieta de San Bernardo o Ruiz Giménez-, para instalar en su lugar la del poeta. El 13 de julio de 1966 murió Victorio Macho, con lo que este proyecto quedó frustrado -aunque la escultura de Lope realizada en 1902 por Mateo Inurria con pedestal del arquitecto López Sallaberry sí se trasladó a los jardines ante el monasterio de la Encarnación-. La falta de dinero por parte de la embajada nicarag&amp;uuml;ense y el encargo ya existente por parte de la misma de dos bustos de Rubén Darío al escultor de Murcia y académico de Bellas Artes de San Fernando, José Planes Peñalver (1891&amp;ndash;1974), para ser colocados en Málaga y Santander, llevan a la solución provisional de pedir una tercera copia de ese busto, lo que da lugar a que se inaugure en la glorieta dedicada al poeta un pequeño monumento improvisado a primeros de enero de 1967, cuyo coste fue de 39.100 pts. Al acto inaugural asistieron el alcalde de Madrid, Carlos Arias Navarro, y el embajador de Nicaragua, Vicente Urcuyo Rodríguez. El monumento provisional ocupó el lugar de forma definitiva, no concluyéndose nunca el que ya había iniciado Victorio Macho, con el agravante de que el busto original fue sustraído, por lo que el actual conjunto ofrece notables diferencias con el inaugurado en 1967, pues el pedestal tiene ahora en su cima un plinto de piedra caliza que no tenía el primitivo, y la escultura es una copia la original.",1967,"PLANES PEÑALVER, José",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408489.pdf?idMonumento=ed08091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ed08091d1b9c4510091d1b9c45102e085a0aRCRD,ruben-dario,GLORIETA,V,1.0,MADRID,MADRID,28010,4,almagro,https://wikidata.org/entity/Q10954432,7,chamberi,https://wikidata.org/entity/Q1763370,441332,4476018,4413324476018,40.43273,-3.691684
408513,ruben-dario,https://wikidata.org/entity/Q113666099,"Elemento conmemorativo, Lápida","La glorieta del Cisne fue rebautizada en 1922 'de Rubén Darío', como homenaje del Ayuntamiento de Madrid al gran poeta modernista y diplomático nicarag&amp;uuml;ense Félix Rubén García Sarmiento (1867-1916), que es el verdadero nombre del autor de obras inmortales como las 'Prosas Profanas', 'Azul' o los 'Cantos de Vida y Esperanza”, y embajador de su país en la capital española entre 1907 y 1909. Para conmemorar esta denominación se instaló una lápida ricamente esculpida en el entonces recién construído palacete de D. Miguel Maura Gamazo en la esquina de la glorieta con la calle del Cisne (hoy de Eduardo Dato); asistiendo al acto inaugural diversas personalidades del municipio y la diplomacia, además de numerosos literatos como el escritor mexicano Alfonso Reyes, y el escritor y periodista español, –nacido en La Habana– Alberto Insúa. Cuarenta y cinco años después, en 1967, se instaló un pequeño busto de bronce del poeta en la esquina opuesta de la misma plaza.",1922,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408513.pdf?idMonumento=8ab8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8ab8091d1b9c4510091d1b9c45102e085a0aRCRD,ruben-dario,GLORIETA,V,4.0,MADRID,MADRID,28010,4,almagro,https://wikidata.org/entity/Q10954432,7,chamberi,https://wikidata.org/entity/Q1763370,441398,4476016,4413984476016,40.43272,-3.690904
400130,sagrada-familia,https://wikidata.org/entity/Q110748060,Grupo Escultórico,"Este altorrelieve de la Sagrada Familia, que decora la fachada de la capilla del Colegio de Nuestra Señora de la Consolación, fue realizado por el escultor valenciano Antonio Martínez Penella sólo dos años después de completar en 1958 la ambiciosa fachada-retablo de la iglesia de Santa Rita, en el barrio de Moncloa, con 16 grandes bajorrelieves con escenas de la vida de la santa en torno a un grupo escultórico central. Se colocó sobre la fachada frontal del colegio que da a la plaza de la Madre Molas, cuando en 1960 se acabó de construir el edificio sobre lo que hasta entonces eran terrenos del olivar de Chamartín. El escultor Penella, especializado en estatuaria religiosa, fue catedrático de la Escuela de Bellas Artes de Madrid, y ostenta la particularidad de haber sido el primer pensionado español de la Casa de Velázquez, después de finalizada la Guerra Civil.",1960,"MARTÍNEZ PENELLA, Antonio",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400130.pdf?idMonumento=2038091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2038091d1b9c4510091d1b9c45102e085a0aRCRD,madre-molas,PLAZA,V,2.0,MADRID,MADRID,28036,5,nueva-espana,https://wikidata.org/entity/Q10338128,5,chamartin,https://wikidata.org/entity/Q1766348,441960,4479383,4419604479383,40.46309,-3.684584
400075,sagrado-corazon-de-jesus,https://wikidata.org/entity/Q110748062,Estatua,"La imagen, tal como recoge la inscripción de su pedestal, reproduce la figura del Sagrado Corazón de Jesús esculpida por Aniceto Marinas y García (Segovia, 1866-Madrid, 1953) en el primitivo monumento del cerro de los Ángeles, de Getafe, inaugurado por Alfonso XIII el 30 de mayo de 1919 con proyecto del arquitecto Carlos Maura Nadal y que sería reconstruido tras la guerra civil, a mayor escala y frente al primer emplazamiento, considerado el centro geográfico de España, según las trazas arquitectónicas de Pedro Muguruza Otaño y Luis Quijada Martínez. Aunque las obras comenzaron en 1944, el monumento no sería inaugurado hasta 1965 por Francisco Franco, con la imagen del Sagrado Corazón de Jesús de Marinas, de 11,50 metros de altura, alzándose sobre una base de grupos escultóricos realizados por Fernando Cruz Solís. El autor de la réplica erigida el 2 de abril de 1961 en San Antonio de la Florida, Luis García Álvarez, utilizaría en su ejecución piedra de ese mismo monumento. Donada por el director de las obras del Cerro, Emiliano Aníbarro, a la Parroquia, a cuyos jardines urbanos se halla físicamente vinculada, se inscribe en la entonces frecuente recuperación en España de la memoria colectiva del culto y devoción católica al Sagrado Corazón de Jesús, al que Alfonso XIII, en la fecha referida de 1919, consagró el pueblo español. Propagado este culto en España en la segunda mitad del siglo XVIII por el clero, y especialmente por los jesuitas, a partir de 1900 surgieron un gran número de estas esculturas de desarrollo vertical que debían alzarse sobre todo en cerros y puntos elevados del territorio.",1961,"GARCÍA ÁLVAREZ, Luis",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400075.pdf?idMonumento=a128091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a128091d1b9c4510091d1b9c45102e085a0aRCRD,san-antonio-de-la-florida,GLORIETA,V,1.0,MADRID,MADRID,28008,1,casa-de-campo,https://wikidata.org/entity/Q16302441,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,438346,4475253,4383464475253,40.42562,-3.726805
400097,sagrado-corazon-de-jesus,https://wikidata.org/entity/Q110748062,Estatua,"En los jardines de la sede madrileña de los Misioneros Combonianos, inaugurada en 1959, se halla esta estatua del Sagrado Corazón de factura industrial, y realización en piedra artificial. Esta orden de carácter benéfico, editora de la revista Mundo Negro y dedicada a la ayuda de las poblaciones centroafricanas, fue fundada por el italiano Daniel Comboni (1831-1881), creador del Instituto para las Misiones de África, y canonizado el 5 de Octubre de 2003.",Cercano a 1960,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400097.pdf?idMonumento=6328091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6328091d1b9c4510091d1b9c45102e085a0aRCRD,arturo-soria,CALLE,V,101.0,MADRID,MADRID,28043,6,san-juan-bautista,https://wikidata.org/entity/Q165609,15,ciudad-lineal,https://wikidata.org/entity/Q1763694,444755,4477849,4447554477849,40.44946,-3.651489
400084,sagrado-corazon-de-jesus,https://wikidata.org/entity/Q110748062,Estatua,"Se trata de una más de las numerosas estatuas dedicadas al Sagrado Corazón de Jesús que pueblan la geografía española, en este caso promovida por el Hospital Militar de la Guarnición de Madrid, como consta en una de las inscripciones del pedestal, al socaire de los tradicionales vínculos existentes entre el Ejército español y las devociones religiosas de tradición católica, siendo ésta del Sagrado Corazón muy generalizada en el país, sobre todo a raíz de que el rey Alfonso XIII lo consagrara a esta imagen con motivo de la inauguración en 1919 del monumento del cerro de los Ángeles, si bien el culto es más antiguo, remontándose a la segunda mitad del siglo XVIII cuando los jesuitas lo difundieron en España. La estatua está vinculada al conjunto paisajístico de los jardines del recinto hospitalario, cuyas obras comenzaron en 1972 y donde las nuevas instalaciones fueron sustituyendo paulatinamente a las antiguas que en su día reemplazaron a su vez al hospital de la calle de la Princesa, destruido por un incendio.",Posterior a 1940,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400084.pdf?idMonumento=6228091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6228091d1b9c4510091d1b9c45102e085a0aRCRD,ejercito,GLORIETA,V,1.0,MADRID,MADRID,28047,4,aluche,https://wikidata.org/entity/Q31140,10,latina,https://wikidata.org/entity/Q794954,436724,4471089,4367244471089,4.0388e-16,-3.745509
400048,sagrado-corazon-de-jesus,https://wikidata.org/entity/Q110748062,Estatua,"Hacia los años treinta del pasado siglo se levantaron unos edificios en lo que entonces era el extremo norte de Madrid, para actividades de la comunidad franciscana de las monjas Hermanas Hospitalarias de Jesús Nazareno. De aquel momento debe proceder la estatua de un Sagrado Corazón, que preside el jardín. La residencia se amplió en los años setenta, aunque se mantuvo la estatua en su lugar. Hoy es la residencia geriátrica de Jesús Nazareno y de los Dolores y sigue regentada por las monjas de esta orden religiosa.",1930,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400048.pdf?idMonumento=2f18091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2f18091d1b9c4510091d1b9c45102e085a0aRCRD,magnolias,CALLE,V,105.0,MADRID,MADRID,28029,4,almenara,https://wikidata.org/entity/Q2265427,6,tetuan,https://wikidata.org/entity/Q1773540,441585,4480628,4415854480628,40.47429,-3.689119
400062,sagrado-corazon-de-jesus,https://wikidata.org/entity/Q110748062,Estatua,"La estatua, que representa al Sagrado Corazón de Jesús, está dedicada a la figura de la madre María Ana Mogas, religiosa que da nombre a la plaza en la que se encuentra el centro escolar del Sagrado Corazón. María Ana Mogas Fontcuberta, fundadora del Instituto de Franciscanas Misioneras de la Madre del Divino Pastor, nació en 1827 en Corró de Vall (Barcelona); desde muy joven se consagró a la vida religiosa y se dedicó a la enseñanza, promoviendo la creación de diversos centros escolares, primero en Cataluña y más tarde en Castilla. Falleció en la villa de Fuencarral en 1886, lugar donde diez años antes había fundado el colegio en el que se encuentra la estatua, y fue beatificada en 1996 por Juan Pablo II; pudiera ser ésta la fecha de la erección del monumento, aunque no es descartable la del centenario del centro, que primero ocupó una pequeña casa facilitada por el párroco del pueblo y después se trasladó a la planta baja de la casa solariega de los marqueses de Fuentechica, que, al morir, dejaron a María Ana Mogas toda la hacienda con objeto de facilitar las futuras ampliaciones de la instalación educativa, y a los que se ha dedicado una pequeña lápida situada en las inmediaciones.",Cercano a 1986,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400062.pdf?idMonumento=a028091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a028091d1b9c4510091d1b9c45102e085a0aRCRD,madre-maria-ana-mogas,PLAZA,V,12.0,MADRID,MADRID,28034,6,valverde,https://wikidata.org/entity/Q31132,8,fuencarral-el-pardo,https://wikidata.org/entity/Q656196,441602,4482859,4416024482859,40.49438,-3.689133
